name,price,rpm,color,size,
EVGA ACX mITX,36.74,"8,002,800",,,
ID-COOLING ZOOMFLOW XT V2,,"5,001,800",Black,240,
Zalman CNPS9900MAX-B,,"9,001,700",,,
Zalman CNPS17X,34.99,"8,001,500",Black / Silver,,
Scythe Mugen 5,,"3,001,500",,,
Silverstone IceGem 280,151.38,"6,001,600",Black,280,
Corsair A50,,"16,002,000",,,
StarTech FAN7751U,,4500,,,
Cooler Master GeminII M4,,"5,001,600",,,
ARCTIC Alpine 64 PLUS,,"6,002,000",,,
Phanteks PH-TC12DX,,"6,001,800",,,
NZXT Kraken X60,,"8,002,000",,280,
Cooler Master Seidon 120XL,,"6,002,400",,120,
Deepcool ICE BLADE 200M,,2200,,,
Cooler Master Nepton 120XL,,2400,,120,
NoFan CR-95C,,,,,
ID-COOLING FROSTFLOW 240L-W,,"8,002,000",,240,
ARCTIC Freezer 33 eSports ONE (Black/Yellow),,"2,001,800",Black / Yellow,,
ARCTIC Freezer 34 eSports,,"2,002,100",Yellow / Black,,
GameMax Gamma 500 RGB,,"10,001,800",Black / Silver,,
Enermax Aquafusion 240,,"5,002,000",Black,240,
MSI CORE FROZR S,,"5,001,800",Black / Red,,
ID-COOLING SE-226-XT,,"5,001,500",White,,
Phanteks Glacier One 240MPH,,"5,002,200",Black,240,
ID-COOLING SE-225-XT BLACK V2,,"7,001,800",,,
Cooler Master Hyper 212 RGB,,"6,501,800",,,
Thermalright Frozen Magic EX,,1850,Black,240,
ID-COOLING DASHFLOW XT LITE,,"5,002,000",White,360,
ID-COOLING SPACE LCD,,"5,001,800",Black,240,
ID-COOLING SE-802-SD V3,,2200,Black / Silver,,
Rosewill RCX-ZAIO-92,29.99,"6,002,500",,,
Dynatron R8,39.95,,,,
RAIJINTEK MYA RBW,29.99,"2,001,400",Black,,
RAIJINTEK DELOS RBW,39.99,"6,502,000",Black,,
Alpenföhn Dolomit Advanced,,"5,001,600",Black,,
Enermax Liqtech TR4 II 240,168.77,"5,002,300",Black,240,
RAIJINTEK EOS 240 RBW,59.99,"8,001,800",Black,240,
RAIJINTEK THEMIS BLACK,27.2,"10,001,500",Black / Silver,,
Jonsbo HX6240,,"7,001,800",White,,
ID-COOLING SE-226-XT,,"5,001,500",White,,
ID-COOLING SE-234-ARGB V2,,"5,001,500",,,
Alpenföhn Dolomit Premium,,"5,001,600",Black,,
Sapphire NITRO+ S240-A,,"4,052,400",Black / Silver,240,
KOLINK Umbra Void,,2200,Black,120,
Corsair A70,,"16,002,000",,,
Corsair H70,,"16,002,000",,120,
Cooler Master V10 Hybrid TEC,,"8,002,400",,,
Xigmatek Dark Knight II SD1283,,"10,002,200",,,
ARCTIC Alpine 64 GT,,"5,002,000",,,
Enermax ETS-T40F-W,139.59,2200,,,
Deepcool ICE BLADE 100,,2200,,,
ARCTIC Freezer 33 eSports ONE (Black/Green),,"2,001,800",,,
Deepcool NEPTWIN WHITE,,"9,001,500",White,,
Thermalright SilverArrow TR4,,"6,002,500",Silver / Red,,
SilentiumPC Navis RGB 240,,"8,002,300",Black,240,
Cooler Master MasterLiquid ML360P Silver Edition ARGB,,"6,501,800",Silver / Black,360,
Rosewill PB240-RGB,,1500,Black,240,
Gigabyte AORUS LIQUID COOLER,,2300,Black,280,
Scythe Mugen 5 Black RGB Edition,,"3,001,200",Black / Silver,,
Thermalright AXP-90R,,2700,Orange / Red,,
Enermax AQUAFUSION 360,,"5,002,000",Black,360,
ARESGAME RIVER 5,,"6,001,800",Black,,
MSI MAG CORELIQUID RH,,"5,002,000",Black,240,
Thermaltake Water 3.0 Riing Red 140,,"4,001,500",Black / Red,140,
ID-COOLING DK-19 PWM,,"6,002,200",,,
EK EK-Nucleus AIO CR360 Vision D-RGB,,"5,002,200",Black,360,
Inter-Tech ALSEYE MAX 120,,"6,001,800",Black,120,
Jonsbo CR-1400 EVO Standard,,"8,002,200",Black,,
Valkyrie DRAGONFANG,,"8,002,150",White,240,
ID-COOLING FX240 ARGB,,"5,001,800",White,240,
YEYIAN Storm 1200,,"10,001,800",Black / Silver,,
Thermalright Macho Direct,46.72,"3,001,300",,,
Dynatron A49,50.78,"8,001,800",Silver,,
Rosewill RCX-Z90-AL,20,"6,003,000",,,
RAIJINTEK Orcus 360 RGW,79.99,"4,001,800",Black,360,
Cooler Master CHD-00008-01-GP,24.99,2200,,,
Dynatron Q12,39.95,,,,
Valkyrie VIND SL125,,"8,002,150",Black / Red,,
Enermax LIQMAX III RGB,,"5,001,600",Black,240,
Cooler Master Seidon 240V,,"8,002,400",,240,
Antec C40,,"8,002,200",,,
GameMax Gamma 500 ARGB,55.18,"10,001,800",Black / Silver,,
Asus TUF Gaming LC RGB,,"8,002,000",Black,240,
Corsair H40,,2000,,120,
Evercool HPL-815EP,,"10,004,000",,,
Scythe BIG Shuriken 2 Rev. B,,"5,002,000",,,
Cooler Master Seidon 240M,,"6,002,400",,240,
Thermaltake Water 3.0 Extreme,,"10,002,000",,240,
CRYORIG C1,,"7,001,300",,,
Thermalright TRUE Spirit 120M(BW) Rev.A,,"6,001,300",,,
Reeven Steropes RC-1206b,,"5,002,000",,,
ARCTIC Freezer 33 eSports Edition (Black/Red),,"2,001,800",,,
Deepcool Fryzen,,"5,001,800",Silver / Black,,
ARCTIC Freezer 34 eSports,,"2,002,100",Green / Black,,
RAIJINTEK JUNO PRO RBW,,"4,001,800",Black,,
Deepcool CAPTAIN 240 RGB V2,,"5,001,800",Black,240,
Thermalright AXP-90R,,2700,Silver / Gray,,
Cougar AQUA,,"6,001,800",Black,240,
Fractal Design Lumen S28 RGB,,"5,001,700",Black,280,
GAMDIAS CHIONE E2,,1800,Black,120,
ID-COOLING SE-207-XT ADVANCED,,"7,001,800",,,
Cooler Master Hyper H410R White Edition,,"6,002,000",,,
Alphacool Eisbaer Pro HPE Aurora,,,Black,360,
Noua Vex,,1500,Black / Silver,,
Inter-Tech ALSEYE X360,,1600,Gray / Black,360,
ID-COOLING SE-214-XT-RX,,"7,001,800",Red / Black,,
ID-COOLING SE-214-XT-WL,,"7,001,800",White,,
Deepcool AG620 Digital,,"3,001,950",Black / Silver,,
Phanteks PH-TC12LS_BK,,"5,001,800",,,
Zalman CNPS20X,29.99,"8,001,500",Black / Silver,,
Cougar FORZA 85 ESSENTIAL,71.77,"6,002,000",Black,,
Enermax LIQMAX III ARGB,,"5,001,600",Black,120,
Alpenföhn Silvretta,,"8,002,800",,,
In Win Nebula NR36,134.3,"4,001,800",Black / White,360,
ID-COOLING SE-224-XTS MINI,,"7,001,600",Black,,
Scythe Mugen MAX,,"5,001,300",,,
Thermaltake TOUGHLIQUID ARGB,,"5,002,500",Black,360,
Thermaltake TH240 V2 Ultra EX ARGB Sync,,,Black,240,
Thermaltake CL-P0326,,4200,,,
Enermax ETS-T40-TB,77.79,"8,001,800",,,
TUNIQ Tower 120 Extreme,,"10,002,000",,,
Thermaltake Water 2.0 Pro,,"12,002,000",,120,
Phanteks PH-TC14PE_BK,,"9,001,200",,,
Silverstone HE02,,,,,
Zalman FX100,,,,,
Thermaltake NiC C5,,"10,002,000",,,
Titan TTC-NK85TZ/CS2,,"8,002,200",,,
Dynatron R14,42.95,"15,007,000",,,
Scythe Mugen 4,,"4,001,400",,,
Dynatron T450,,"8,002,500",,,
CRYORIG R1 Universal,,"7,001,300",,,
Thermalright TRUE Spirit 140 POWER,,"9,001,300",,,
Cooler Master Hyper D92,,"8,002,800",,,
Deepcool CAPTAIN 360,,"6,002,200",,360,
Deepcool GAMMAXX S40,,"9,001,600",,,
LEPA AquaChanger 240,,"5,002,300",,240,
Cooler Master Blizzard T2,,2200,,,
Cooler Master Hyper 412S,,"9,001,300",,,
Thermaltake Water 3.0 Riing RGB 360,,"8,001,500",,360,
Scythe FUMA,,"3,001,400",,,
Cooler Master V8 Ver.2,,1600,,,
Thermaltake Riing Silent 12 Blue,,"3,001,400",,,
Cooler Master MasterAir Pro 4,,"6,502,000",,,
Cooler Master MasterLiquid ML240R RGB Phantom Gaming Edition,,"6,502,000",Black,240,
Scythe Mugen 5 TUF Gaming Alliance,,"3,001,200",Brown / Black,,
Deepcool GAMERSTORM CAPTAIN 360X WHITE,,"5,001,800",White / Black,360,
SilentiumPC Grandis 2 XE1436,,"5,001,600",Black / Silver,,
Antec Neptune 240 ARGB,,"9,001,600",Black,240,
SilentiumPC Fera 3 EVO ARGB,,"2,501,600",White / Silver,,
ID-COOLING ZOOMFLOW X,,"7,001,500",Black,360,
Akasa Vegas Chroma LG,,"5,001,800",Black,,
Thermalright Frost Spirit 140 RGB,,1500,Gray,,
Fractal Design Lumen S28,,"5,001,700",Black,280,
ARCTIC Liquid Freezer II 360 RGB,,"2,001,800",Black,360,
Thermalright Assassin X,,1500,Black / Silver,,
ID-COOLING ICEFLOW ARGB,,"9,002,000",Black,240,
ID-COOLING DK-01S,,2200,,,
Deepcool AG500,,"3,001,850",Black / Silver,,
EK EK-Nucleus AIO CR240 Vision D-RGB,,"5,002,200",Black,240,
Deepcool UL551 RGB,,"5,001,800",Black,,
Noua Siberus TR240,,"8,001,800",Black,240,
Thermalright Frozen Magic EX,,1850,Black,360,
Thermalright Frozen Horizon ARGB,,2150,White,360,
ID-COOLING SE-207-XT ARGB,,"5,001,500",Black,,
Deepcool AG620 Digital ARGB,,"3,001,950",Black,,
Silverstone NT07-115X,27.06,"12,003,400",,,
Alpenföhn Glacier Water 240 High Speed,,"5,002,200",Black,240,
Cooler Master MasterLiquid Mirror,,"6,501,800",,360,
Thermalright Core Matrix,,2150,White,240,
ARCTIC Alpine 64 Pro Rev 2,,"5,002,000",,,
Cooler Master DK9-7E52A-0L-GP,42.99,3200,,,
Zalman CNPS9900ALED,,"8,002,000",,,
Rosewill RCX-Z775-LP,,"6,002,600",,,
ZEROtherm CORE92,,"9,002,500",,,
Cooler Master GeminII S524,,"8,001,800",,,
Cooler Master Hyper 612,,"6,002,000",,,
Zalman CNPS80F,,2500,,,
Cooler Master Nepton 280L,,2000,,280,
Thermalright Silver Arrow IB-E Extreme,,"6,002,500",,,
Scythe Kotetsu,,"4,001,400",,,
Thermalright Macho Zero,,,,,
SilentiumPC Spartan LT HE922,,"8,002,000",,,
Cooler Master Seidon 120V VER.2,,"8,002,400",,120,
Deepcool LUCIFER K2,,"6,001,800",,,
Deepcool LUCIFER V2,,"3,001,400",,,
Alpenföhn Brocken 2,,1100,,,
Silverstone Argon AR10-115XS,40.99,"5,004,000",,,
Deepcool CAPTAIN 120EX RGB,,"5,001,800",,120,
Deepcool CAPTAIN 240EX RGB,,"5,001,800",,240,
ARCTIC Freezer 33 TR (Black/White),,"2,001,800",,,
ARCTIC Freezer 12,,,,,
ARCTIC Alpine 11 - Passive,,,,,
Cooler Master MasterAir MA620P TUF Gaming Edition,,"6,001,800",Black / Yellow,,
Rosewill ROCC-16002,,"8,002,000",Blue / Black,,
Zalman CNPS10X Optima II,,"8,001,500",White,,
Enermax Aquafusion 120,,"5,002,000",Black,120,
Deepcool GAMERSTORM CAPTAIN 240X WHITE,,"5,001,800",White / Black,240,
ID-COOLING AURAFLOW X,,"7,001,800",Black,120,
Akasa Nero 3,,"5,001,500",Black / Silver,,
upHere AC12RGB,,"6,001,700",Black,,
upHere CC120RGB,,"6,001,700",Black / White,120,
ID-COOLING SE-224-XT RGB,,"9,002,000",Black / White,,
Fractal Design Lumen S24,,"5,002,000",Black,240,
ARCTIC Liquid Freezer II 420 RGB,,"2,001,900",Black,420,
ID-COOLING DK-15 PWM,,"6,002,000",,,
ID-COOLING FROSTFLOW X 120 SNOW,,"7,001,800",White,120,
Inter-Tech ALSEYE X120,,1600,Gray / Black,120,
Thermalright Frozen Magic ARGB,,1500,White,240,
GameMax Iceberg 240 Rainbow,,"6,001,800",Black,240,
ID-COOLING FX240,,"7,001,800",Black,240,
ID-COOLING FX360,,"7,001,800",Black,360,
ID-COOLING IS-40X V3,,"8,002,800",White,,
ID-COOLING SE-902-SD V3,,2000,Black / Silver,,
Thermalright Aqua Elite ARGB V2,,2000,,240,
Zalman ALPHA2 A24,,"6,002,000",Black,240,
AQIRYS Hydra ARGB,,"8,002,000",Black,240,
Thermalright SilverArrow T8,80.75,"6,001,800",Silver / Red,,
Thermalright Frozen Warframe,,2000,Black,240,
Dynatron K5,28.95,"10,002,500",,,
Fractal Design Kelvin T12,,"8,001,700",,120,
Alpenföhn Panorama rev.B,,"9,002,000",,,
Thermalright Frozen Warframe ARGB,,1750,Black,420,
Zalman CNPS10X Performa,,"9,002,000",Silver / Black,,
Zalman CNPS9700 LED,,"12,502,800",,,
Noctua NH-C12P SE14,,"7,501,200",,,
Thermaltake Frio OCK,,"12,002,100",,,
Zalman CNPS9500A-LED,,"13,502,600",,,
Phanteks PH-TC14PE,,"7,001,200",,,
Cooler Master TPC 812,,"6,002,400",,,
ARCTIC Alpine 11 Pro Rev. 2,,"5,002,000",,,
ARCTIC Alpine 11,,"9,002,000",,,
ARCTIC Alpine 11 Plus,,"6,002,000",,,
Phanteks PH-TC12DX_BK,,"6,001,800",,,
Evercool HPQ-12025,,"8,002,200",,,
Thermaltake Water 3.0 Pro,,"10,002,000",,120,
be quiet! Dark Rock Advanced C1,,1500,,,
Intel BXRTS2011AC,,"10,003,000",,,
Deepcool FROSTWIN V2.0,,1600,,,
Fractal Design Kelvin S36,,"8,001,700",,360,
Thermalright Silver Arrow ITX,,"3,001,300",,,
Xigmatek Apache II,,"12,002,500",,,
Thermalright AXP-100 Muscle,,"9,002,500",,,
ARCTIC Freezer i32,67,,,,
Cooler Master MasterLiquid Pro 240,,"5,002,000",,240,
Thermalright Le Grand Macho,,,,,
Reeven Brontes RC-1001b,,"6,502,200",,,
Scythe SCKDT-1000,,"8,003,300",,,
be quiet! Silent Loop 120,,2000,,120,
be quiet! Silent Loop 240,,2000,,240,
Thermaltake Engine 27,,"15,002,500",,,
Enermax ETS-T50 AXE (White),,"8,001,800",,,
Alpenföhn Sella,,"8,502,200",,,
ARCTIC Freezer 33 eSports Edition (Black/Green),,"2,001,800",,,
Scythe Kabuto 3,,"3,001,400",,,
ID-COOLING FROSTFLOW+ 120 SNOW,,"7,001,500",White,120,
ID-COOLING FROSTFLOW+ 280,,"8,001,600",Black / White,280,
ID-COOLING AURAFLOW 240 SNOW,,"7,001,800",White,240,
CRYORIG H7 Plus,,"3,001,600",Black / Silver,,
Cooler Master Hyper 212 RGB Phantom Gaming Edition,,"6,502,000",Black,,
Jonsbo CR-201 HIVES (White),,"8,001,600",White,,
Deepcool GAMMAXX GT TGA,,"5,001,500",Black / Silver,,
Jonsbo TW3-240,,"8,001,500",Black,240,
Silverstone HE01-V2,100.99,"5,002,000",Silver / Black,,
Gelid Solutions Phantom,,"7,501,600",Black / Silver,,
Gelid Solutions Sirocco,,"7,502,000",Black / Silver,,
ID-COOLING SE-207,,"7,001,800",Black / White,,
SilentiumPC Fera 3 RGB HE1224,,"5,001,600",Black / Silver,,
Enermax AQUAFUSION,,"5,002,000",White,120,
Alpenföhn Glacier Water 360,,"5,001,600",Black,360,
Thermalright Assassin King 120 Mini,,1500,Black / Silver,,
Thermalright Assassin King 120 Plus,,1500,Black / Silver,,
GAMDIAS BOREAS E1,,"8,002,000",Black / Silver,,
Phanteks Glacier One 280MPH,,"5,002,200",Black,280,
Thermaltake Engine 17,,"15,002,500",Silver,,
Thermaltake TOUGHLIQUID ARGB,,"5,002,000",Green,240,
ID-COOLING DK-03A RGB PWM,,"5,001,800",,,
Jonsbo PISA A4,,"8,001,850",White,,
Jonsbo CR-3000 Standard,,"6,001,500",Black / Silver,,
Jonsbo HX5230,,"7,001,800",Black,,
Thermalright Frozen Magic EX,,1850,Black,120,
ID-COOLING FX360 ARGB,,"5,001,800",White,360,
ID-COOLING IS-50 MAX RGB V3,,"9,002,000",Black / Silver,,
ID-COOLING SE-225-XT,,"7,001,800",Black / Silver,,
Deepcool AG620 Digital ARGB,,"3,001,950",White,,
Thermalright Frozen Notte ARGB V2,,2000,White,240,
RAIJINTEK Orcus 280 RGW,74.99,"4,001,800",Black,280,
FSP Group Windale 4,19.99,"6,001,600",Black / Silver,,
Thermaltake CLP0552,24.99,"8,001,700",,,
Sapphire NITRO+ S360-A,,"4,052,400",Black / Silver,360,
Antec KUHLER H2O 950,65,,,120,
Silverstone NT06-PRO-V2,76.68,"10,002,200",Silver / Black,,
Zalman CNPS16X,,"8,001,500",Black,,
In Win SR36 PRO,154.63,"5,002,500",Black,360,
Dynatron R13,47.51,"11,006,000",,,
Dynatron R15,43.95,,,,
In Win SR24,125.85,"5,002,500",Black,240,
Valkyrie DRAGONFANG,,"8,002,150",Black,240,
Gelid Solutions SnowStorm,,"9,002,200",,,
ID-COOLING SE-224-XT ARGB DUET,,"5,001,500",,,
Thermalright Frozen Horizon ARGB,,2150,Black,360,
Cooler Master GeminII S,,"10,002,000",,,
Cooler Master Vortex Plus,,"8,002,800",,,
Prolimatech PRO-SAM17,,,,,
SilenX EFZ-92HA3,36.38,2000,,,
SilenX EFZ-100HA2,22.95,2400,,,
Zalman CNPS11X Performa,,"10,001,600",,,
Thermaltake CLP0587,74.98,"12,001,800",,,
be quiet! Dark Rock 2,,1300,,,
Enermax ETS-T40-W,,2200,,,
Antec KUHLER H2O 650,,"6,002,400",,120,
Cooler Master Hyper 412 Slim,,"5,001,600",,,
Zalman FX70,,,,,
RAIJINTEK PALLAS Red,40.2,"6,501,400",,,
RAIJINTEK TRITON,,"10,002,600",,240,
Xigmatek Gaia II,,"8,001,500",,,
Akasa Nero LX,,"6,001,900",,,
ID-COOLING IS-VC45,,"6,002,500",,,
Enermax Liqmax II 120,,"5,002,000",,120,
CRYORIG A40 ULTIMATE,,"6,002,200",,240,
ARCTIC Liquid Freezer 120,,"5,001,350",,120,
ID-COOLING IS-60,,"6,001,600",,,
ID-COOLING SE-214X,,1800,,,
Thermalright Macho X2 Limited Edition,,800,,,
Deepcool CAPTAIN 240 EX,,"5,001,800",,240,
ARCTIC Alpine 20 PLUS CO,,"6,002,200",,,
be quiet! Silent Loop 280,,1600,,280,
Deepcool Maelstrom 120T RF,,"6,001,800",,120,
RAIJINTEK TISIS CORE EDITION,,,,,
Alpenföhn Matterhorn Rev. C – Black Edition,,"5,001,500",,,
Deepcool CAPTAIN 360EX WHITE RGB,,"5,001,800",,360,
Enermax LIQTECH TR4 280,,"5,001,500",Black,280,
SilentiumPC Fera 3 HE1224 v2,,"5,001,600",,,
Deepcool Castle 280 RGB,,"5,001,800",Black,280,
SilentiumPC Navis RGB 120,,"8,002,300",Black,120,
Cooler Master ML120L TUF Gaming Alliance Edition RGB,,"6,502,000",,120,
CRYORIG H7 ULTRA,,"3,001,600",Black / Silver,,
Thermalright AXP-100RH,,"9,002,500",Black / Red,,
GameMax Iceberg 120 ARGB,,1100,Black,120,
Silverstone Tundra TD02-SLIM-V2,,"8,002,200",Black / White,240,
Cooler Master MA410P TUF Gaming Edition,,"6,502,000",Yellow / Black,,
Rosewill ROCC-17001,,"15,002,500",Silver,,
GameMax Ice Chill 240,,"8,001,900",Black,240,
ID-COOLING SE-224-XT ARGB V2,,"9,002,000",,,
Cougar AQUA,,"6,001,600",Black,280,
Cougar AQUA,,"6,001,800",Black,360,
Fractal Design Lumen S24 RGB,,"5,002,000",Black,240,
MSI MAG CORELIQUID R,,"5,002,000",Black,120,
Thermalright Ultra120EX REV.4,,2150,White,,
ID-COOLING DK-17 PWM,,"6,002,200",,,
ID-COOLING SE-914-XT BASIC V2,,"6,002,200",,,
ID-COOLING SE-902-SD V2,,2000,,,
Jonsbo PISA A4,,"8,001,850",Gray,,
Inter-Tech ALSEYE H120,,"8,002,000",Black,120,
Cooler Master MasterAir MA824 Stealth 30th Anniversary Edition,,,Black,,
ID-COOLING IS-65-XT,,"5,002,200",Black,,
Thermalright Frozen Guardian,,2150,White,360,
Thermalright Frozen Notte ARGB V2,,2000,White,360,
Zalman ALPHA2 A24,,"6,002,000",White,240,
Evercool HPFI-10025,,1800,,,
Silverstone AR11,50.99,"12,003,000",Black / Silver,,
Inter-Tech ALSEYE X240,,1600,Gray / Black,240,
Evercool HPM-12025,44,"8,002,500",,,
SilenX EFZ-80HA3,32.92,2200,,,
Cooler Master GeminII M5 LED,,"5,001,600",,,
Enermax AQUAFUSION ADV,64.99,"5,002,000",White,120,
Noua Ena,,"8,001,800",Black / Silver,,
Inter-Tech ALSEYE H240,,"8,002,000",Black,240,
ID-COOLING SE-206-XT,,"7,001,800",Black / Silver,,
Cooler Master DP6-9EDSA-0L-GP,,2600,,,
Cooler Master RR-H101-22FK-RI,,2200,,,
Cooler Master RR-LEE-L911-GP,33.5,2200,,,
Zalman 9500A,,"13,502,600",,,
Xion XON-HP9310P,,"10,003,000",,,
Zalman CNPS7000C-AlCu,,"13,502,400",,,
Rosewill RCX-Z90-CP,,"6,003,000",,,
Scythe Shuriken Rev. B 3,,"6,502,200",,,
Silverstone NT07-1156,,"12,003,000",,,
ZEROtherm ZT-570D,,"9,002,300",,,
ARCTIC Freezer 13 Pro,,"3,001,350",,,
Noctua NH-U9DX 1366,,"10,001,600",,,
Thermalright Venomous X - RT,,1300,,,
ARCTIC Alpine 11 GT Rev. 2,,"5,002,000",,,
Scythe SCNJ-3100,,"4,701,900",,,
NZXT HAVIK 140,,1200,,,
Thermaltake Water 2.0 Extreme,,"12,002,000",,240,
NZXT HAVIK 120,,"12,001,500",,,
Zalman CNPS8900 Quiet,,"10,001,500",,,
Dynatron R16,,"10,006,000",,,
Dynatron R9,41.95,"10,004,500",,,
Dynatron R4,,,,,
ARCTIC Freezer i30 CO,,"4,001,350",,,
Gelid Solutions Slimhero,,"7,501,600",,,
Dynatron R17,,"10,002,500",,,
Thermalright HR-02 Rev.A(BW),,"9,001,300",,,
Thermalright Macho Rev.A.,,"9,001,300",,,
Titan TTC-NC85TZ(RB),48.89,"2,102,100",,,
Enermax ELC-LM120S-HP,,2500,,120,
RAIJINTEK THEMIS Evo,48.18,"10,001,500",,,
Deepcool LUCIFER,,"7,001,400",,,
Deepcool NEPTWIN V2.0,,1300,,,
Deepcool CAPTAIN 240,,"6,002,200",,240,
Thermaltake Water 3.0 Extreme S,,"10,002,000",,240,
Akasa Venom Medusa,,"5,001,600",,,
LEPA AquaChanger 120,,"5,002,300",,120,
Thermalright TRUE Spirit 140 (BW),,"3,001,300",,,
Deepcool ASSASSIN II,,"3,001,400",,,
Enermax ETS-T40F-RF,,"5,001,200",,,
Antec Kühler H600 Pro,,"6,002,400",,120,
Alpenföhn Brocken 2 PCGH,,700,,,
Alpenföhn Matterhorn Rev. C – White Edition,,"5,001,500",,,
ARCTIC Freezer 33 TR (Black/Red),,"2,001,800",,,
ID-COOLING Auraflow 240 RGB,,"7,001,800",,240,
Antec Mercury 240 RGB,,"9,001,800",Black / White,240,
Antec Mercury 360 RGB,,"9,001,800",Black / White,360,
Antec Mercury 120,,"9,001,800",Black / White,120,
Silverstone AR08-V2,,"15,002,800",Blue / White,,
ARCTIC Alpine AM4 LP,,"1,002,000",Black / White,,
Thermalright AXP-200 Muscle,,"7,001,300",Black / White,,
GAMDIAS CHIONE P1A-360R,,"8,001,500",Black,360,
GameMax Iceberg 240 ARGB,,1100,Black,240,
GameMax Iceberg 120,,"6,001,800",Black,120,
Rosewill PB120-RGB,,"8,001,800",Black,120,
Enermax Liqfusion 360,,"5,002,000",Black,360,
Deepcool GAMERSTORM CAPTAIN 240PRO V2,,"5,001,800",Black,240,
Deepcool Neptwin RGB,,"5,001,500",Black / Silver,,
Gelid Solutions Phantom Black,,"7,501,600",Black / Silver,,
upHere ACC92RGB,,"6,001,700",Black,,
upHere CCF150ARGB,,"6,001,800",Black,,
upHere CC2401-usa,,"6,001,700",Black,240,
Thermalright Silver Arrow 130,,"6,001,500",Silver,,
Akasa X4,,"6,002,500",Black / Silver,,
Deepcool CASTLE 240EX RGB,,"5,001,800",Black,240,
Alpenföhn Glacier Water 240,,"5,001,600",Black,240,
Cougar AQUA,,"6,001,800",Black,120,
Fractal Design Lumen S36,,"5,002,000",Black,360,
ARCTIC Liquid Freezer II 280 RGB,,"2,001,900",Black,280,
MSI MAG CORELIQUID RH,,"5,002,000",Black,360,
Thermalright AXP-90i FULL Copper,,2700,Orange / Brown,,
Thermaltake Water 3.0 Riing Red 280,,"3,001,500",Black / Red,280,
Vetroo U6 Pro,,"7,001,500",White,,
ID-COOLING DK-03i PWM BLUE,,"5,001,800",,,
ID-COOLING IS-40X V2,,"8,002,800",,,
ID-COOLING SE-213V2,,"8,001,600",,,
ID-COOLING ICEFLOW 240 ARGB SNOW,,"9,002,000",White,240,
In Win BR24,110,"4,001,800",Black / White,240,
Thermalright Frozen Magic 240,,1500,Black,240,
Noua Numb,,"8,001,600",Black,,
Thermalright Frozen Magic ARGB,,1500,Black,240,
GameMax Iceberg 120 Rainbow,,"6,001,800",Black,120,
Valkyrie SYN,,"8,002,150",Black / Red,240,
Thermalright TA120 EX Black,,1850,Black,,
ID-COOLING SE-912i-PWM,,"5,001,800",Black / Silver,,
Deepcool AG620 Digital,,"3,001,950",White,,
Thermalright Frozen Guardian,,2150,Black,360,
Thermaltake TH280 V2 Ultra EX ARGB Sync,,"5,002,000",Black,280,
Thermalright Frozen Warframe X,,,Black,240,
Thermalright Frozen Notte ARGB V2,,2000,Black,360,
Thermaltake Astria 600 ARGB,,"5,001,800",Black,,
AQIRYS Hydra ARGB,,"8,002,000",Black,360,
RAIJINTEK Orcus 240 RGW,69.99,"4,001,800",Black,240,
Iceberg Thermal IceSLEET G4 OC,29.99,"6,001,400",Teal / Silver,,
Jonsbo HX6210,,"8,002,300",Black,,
Thermaltake MeOrb II,,"15,002,500",,,
Fractal Design Kelvin S24,,"8,001,700",,240,
Silverstone Argon AR10-115XP,49.99,"5,004,000",,,
Gelid Solutions Rev. 2 Tranquillo,44.96,"7,501,500",,,
RAIJINTEK JUNO-X,,"12,002,500",Red / Black,,
ARCTIC Freezer 50 TR (w/ARGB Controller),,"2,001,800",Black,,
Cooler Master V6 GT,,"8,002,200",,,
Cooler Master RR-V6SV-22PR-R1,,"8,002,200",,,
Thermaltake Frio,,"12,002,500",,,
Thermaltake CL-P0503,,2900,,,
Zalman CNPS9900MAX-R,,"9,001,700",,,
Zalman CNPS10X Extreme,,"10,002,150",,,
Zalman CNPS10X QUIET,,"7,001,400",,,
Zalman CNPS7000C-Cu,,"17,002,400",,,
Xigmatek Thors Hammer,,,,,
Silverstone NT07-775,,"12,001,800",,,
Xigmatek Aegir SD128264,,"10,002,200",,,
Xigmatek EP-CD903,,"12,002,500",,,
Nexus LOW-7000 R2,,"5,002,000",,,
Logisys IC221PWM,,"9,002,400",,,
Phanteks PH-TC14PE_BL,,"7,001,200",,,
Cooler Master X6 Elite,,"6,001,800",,,
Thermaltake Water 2.0 Performer,,"12,002,000",,120,
Thermaltake Contac 16,,2400,,,
Thermaltake CLP0600,,"10,002,400",,,
Phanteks PH-TC14CS_BK,,700,,,
Prolimatech PRO-ARMGD,,,,,
Phanteks PH-TC12DX_RD,,"6,001,800",,,
Swiftech H220,,"12,003,000",,240,
Cooler Master RR-T812-24PK-R2,,"6,002,400",,,
Zalman CNPS2X,,"15,002,600",,,
Thermalright TS-120M(BW),,"6,001,300",,,
Silverstone NT06-PRO,,"10,002,200",,,
Thermalright Macho-120,,"9,001,300",,,
Cooler Master Nepton 140XL,,2000,,140,
Xigmatek Janus LD1266,,1200,,,
Thermalright SILVER ARROW IB-E,,"9,001,300",,,
Thermalright TRUE Spirit 90M Rev.A,,"8,002,000",,,
LEPA LPALV12-BK,,2200,,,
Swiftech H220-X,,"8,001,800",,240,
Scythe Ashura Shadow,,"5,001,300",,,
Thermaltake CL-P008-AL09WT-A,,1800,,,
