name,price,memory,core_clock,color
Inno3D Twin X2 OC,,8,1550,Black
Asus DUAL,,8,1830,Black
XFX RX-79GMERCBR,569.99,16,1270,Black
EVGA Black,799.9,8,1515,Clear / Black
PNY VCGGTX10808PB,665.54,8,1607,Black / Red
MSI TWIN FROZR,,4,1190,Black / Red
MSI AERO ITX OC,,8,1531,Black / White
EVGA XC3 ULTRA GAMING,,10,1440,Black
Sapphire 11321-03-20G,,10,1941,Black / Silver
VisionTek 901491,64.77,1,480,Black
Asus TUF GAMING,,12,1980,Black
MSI GAMING,,2,1216,Black / Red
EVGA 06G-P4-4990-KR,,6,1000,Black / Silver
MSI N730-4GD3V2,,4,700,White
Asus DUAL OC,,8,1120,White
Sapphire NITRO+,,4,1257,Black
Zotac AMP Extreme,,8,1771,Black
EVGA XC GAMING,,11,1350,Black / Clear
Zotac ZT-T20700A-10P,,8,1410,Black / Silver
Gigabyte WINDFORCE 3X,,8,1506,Black
Inno3D Twin X2 OC,,8,1470,Black
EVGA BLACK GAMING,,6,1530,Black
MSI VENTUS GP,,8,1410,Silver / Black
MSI GT,,8,1257,Black
MSI GeForce RTX 3080 GAMING TRIO 10G,,10,1440,Black
Palit GameRock,,24,1395,Silver / Black
Sapphire 21305-01-20G,,16,1700,Black / Silver
PowerColor Hellhound Sakura,,8,2055,White / Pink
Sapphire PULSE BE,,8,1605,Black / Gray
Gainward Phantom,,16,2340,Black
Zotac Founders Edition,,11,1480,Black / Silver
VisionTek 900574,139.99,1,,Black / Red
Palit StormX,1289,6,1365,Black
Zotac ZT-71302-20L,69.98,2,954,Black
PNY VCQP2200-SB,330.99,5,1000,
PowerColor Red Dragon,479,8,1177,Black / Red
Zotac AMP Extreme Holo,,8,1575,Gray / Black
ASRock Challenger D OC,,8,1685,Black / Yellow
PNY XLR8 Gaming EPIC-X RGB,,24,1395,Black
Asus 210-SL-512MD3-L,,0.5,589,Black / Blue
Sapphire Dual-X,,3,850,Blue / Silver
Gigabyte GV-N960G1 GAMING-4GD,,4,1241,Black
EVGA Superclocked,,12,1127,Black / Silver
Asus STRIX-GTX950-DC2OC-2GD5-GAMING,,2,1165,Black / Red
Sapphire NITRO,,4,1050,Black / Silver
XFX GTR,,8,1120,Black
PNY VCQP6000-PB,,24,1417,Black / Green
MSI GTX 1050 2GT OC,,2,1404,Black / White
Asus Phoenix Fan,,6,1506,Black / White
MSI VENTUS,,8,1470,Black / Silver
MSI GAMING TRIO,,8,1650,Silver / Black
Zotac GAMING AMP Extreme,,8,1470,Black
Gigabyte GAMING OC,,8,1815,Black / Silver
KFA2 EX,,8,1605,Black
Asus STRIX GAMING OC,,11,1350,White
MSI GAMING X,,6,1235,Black / Silver
ASRock Challenger Pro OC,,6,1420,Black
Gigabyte GV-R68XT-16GC-B,,16,1825,Black / Silver
PNY XLR8 Gaming Overclocked Edition,,4,1530,Black
Asus Turbo,,24,1395,Black
EVGA XC3 ULTRA HYBRID GAMING,,12,1365,Black
Asus DUAL,,8,1550,Black
Palit Dual OC,,8,1550,Black
Asus Turbo,,8,1500,Black
GALAX EX Gamer White,,12,2310,White
Asus TUF GAMING,,24,1560,Black
Sparkle ROC OC,209.99,8,2050,Black
AMD 100-506189,229,4,2331,Blue
NVIDIA Star Wars Jedi Order,999,12,1481,Silver / Green
HP 5Z7D8AT,379.99,8,1065,Black
PowerColor AXRX 580 8GBD5-3DHDV2/OC,407.95,8,1257,Black
EVGA XC HYBRID GAMING,899.95,8,1650,Transparent / Black
Gigabyte GAMING OC,,16,1890,Black
Lenovo 4X61J52234,163.25,4,420,Black
EVGA FTW DT GAMING,679,8,1607,Black / Gray
EVGA SC ULTRA GAMING,227.7,4,1410,Black
PNY XLR8 Gaming REVEL EPIC-X RGB,,12,1365,Black / Silver
Gigabyte EAGLE Rev 2.0,,8,1500,Black
Asus ROG STRIX OC EVA,,12,1260,Purple / Green
MSI R7 250 2GD3 OC,,2,1050,Black / Blue
NVIDIA VCQK4000-PB,,3,810,Black
MSI AERO,,8,1607,Black / Silver
EVGA 03G-P4-6160-KR,,3,1506,Black
MSI AERO ITX,,4,1196,Black / White
Asus ROG STRIX,,2,1442,Black
EVGA GAMING,,8,1650,Transparent / Black
PNY Blower,,8,1605,Black
Asus STRIX GAMING OC,,4,1530,Black
Gigabyte D6 Rev 2.0,,6,1365,Black / Gray
Asus DUAL EVO OC V2,,8,1470,Black
MSI GeForce RTX 3080 VENTUS 3X 10G,,10,1440,Black
GALAX SG,,8,1500,Black
Inno3D GeForce RTX 3080 iCHILL X4,,10,1440,Black / Silver
MSI GAMING TRIO,,8,1575,Black / Silver
XFX RS XXX Edition,,4,1168,Black / Red
KFA2 EX Gamer (1-Click OC),,16,2340,White
Gigabyte AORUS XTREME WATERFORCE,1998,12,1260,Black
Inno3D iChill X3,,12,1920,Black / Gray
Asus STRIX GAMING Advanced,979,11,1350,Black
Gigabyte GV-R79XT-20GC-B,,20,2000,Black
Gainward Pegasus,,8,2310,Black
PowerColor ITX,233.53,4,1923,Black / Silver
MSI GAMING SLIM,,12,1920,White
Lenovo 4X61F99433,,6,562,Black
XFX Black Edition,537,8,1168,Black / Red
MSI DUKE,675,8,1410,Silver / Black
PNY VCQFX1800-PCIE-PB,,0.75,,Black / Green
PNY VCQGV100-PB,,32,1200,Black / Gold
XFX RX-580P427D6,489,4,1366,Black / Red
EVGA KO GAMING,,8,1605,Black
MSI TWIN FROZR,,3,1000,Black / Red
Asus GTX780TI-3GD5,,3,876,Black / Silver
EVGA Superclocked,,6,967,Black / Silver
MSI GAMING,,8,1050,Black / Red
Sapphire NITRO,,4,985,Black / Silver
Asus Expedition OC,,4,1341,Black / Red
Zotac Blower,,11,1480,Black
MSI GAMING X,,4,1257,Black / Red
Gigabyte AORUS,,8,1710,Black / Silver
Zotac AMP Extreme,,11,1545,Black / Silver
Gigabyte MINI ITX OC,,6,1500,Black / Gray
GALAX (1-click OC),,6,1500,Black
Palit StormX,,6,1530,
Gigabyte GAMING OC,,8,1685,Black / Gray
PowerColor Red Dragon,,8,1737,Black
PowerColor Red Devil,,6,1247,Black / Silver
Gigabyte GAMING OC 3X,,8,1470,Black
Palit StormX OC,,4,1485,Black
Asus STRIX GAMING OC,,16,1700,Silver / Black
Gainward Phoenix,,12,1365,Silver / Black
Palit GamingPro,,4,1410,Black
Gigabyte GAMING,,24,1560,Black
Asus TUF GAMING OC,,16,1890,Black
MSI MECH 2X,,8,2055,Silver / Black
Colorful NB-V,,6,1365,Red / Black
Zotac GAMING Twin Edge,,8,1320,Black
Palit Dual OC,,8,1830,Black
Palit JetStream,,16,2205,Black
AMD FirePro W9100,596.96,16,930,Black / Red
AMD FirePro W2100,108.96,2,630,Black / Red
PNY VCQK1200DP-PB,134.09,4,1058,Black / Green
EVGA FTW3 ELITE GAMING,,11,1569,White / Black
EVGA Founders Edition,598,8,1607,Black / Silver
Gigabyte AORUS MASTER,,16,2015,Black / Silver
ATI FirePro 2270,99.98,0.5,600,Black / Red
PNY RTX A-Series,4499,24,1170,Black
Inno3D X3 OC,,16,2210,Black
Gigabyte AORUS WATERFORCE,,11,1632,Black / Orange
Gigabyte AORUS,,6,1500,Black / Gray
ASRock Phantom Gaming U OC,,8,1469,Black
KFA2 (1-Click OC),,12,1320,Black
MSI D3 LP,64.99,2,954,Black
EVGA 015-P3-1480-AR,,1.5,700,Black / Silver
Asus GT630-2GD3,,2,810,Black / Red
EVGA 02G-P4-3658-KR BOOST,,2,1072,Black / Silver
EVGA Superclocked ACX,,2,1111,Black / Gold
MSI GAMING,,2,1127,Black / Red
Asus STRIX OC,,6,1569,Black / Red
Sapphire PULSE ITX,,4,1168,Black
Palit Super JetStream,,11,1556,Black / Gray
AMD 100-506061,,16,1440,Blue / Gold
ASRock RX570 8G OC,,8,1228,Black / Silver
Gigabyte GAMING,,6,1530,Black / Gray
MSI ARMOR OC,,6,1530,Black / White
Asus RX5700-8G,,8,1465,Silver
EVGA GAMING,,6,1365,Black / Silver
PowerColor Red Dragon,,8,1565,Black
Gigabyte WINDFORCE,,11,1545,Black
Asus Turbo EVO,,8,1650,Black / Silver
Zotac GAMING AMP,,8,1605,Black
GALAX SG,,10,1440,Black
EVGA FTW3 GAMING iCX3,,8,1410,Black
Gigabyte OC Low Profile,,4,1410,Black
PNY UPRISING,,12,1320,Black
Gigabyte EAGLE OC,,12,1365,Black
Palit GameRock OC,,8,1575,Silver
GALAX EX (1-Click OC),,8,1550,Black / Silver
MSI GeForce RTX 3090 Ti SUPRIM 24G,,24,1560,Silver / Black
MSI GAMING SLIM,,12,2310,White
Asus Founders Edition,3364.51,11,1480,Black / Silver
Gigabyte GV-N107TGAMING-8GD,,8,1607,Black / Orange
MSI GeForce RTX 3070 Suprim X 8G LHR,799,8,1500,Black / Silver
PNY LED Verto,,12,2310,White
PNY VCG84512D3SPPB,99.99,0.5,520,Black / Blue
EVGA GAMING,679,11,1480,Black / Silver
MSI MECH 2X,,4,2310,Black / Silver
Inno3D X3 OC,,12,2310,Black / Silver
EVGA 512-P3-N871-AR,,0.5,,Black / Green
Galaxy 22TGE8HX2IUN,,1,625,Black / Blue
Gigabyte GV-N670OC-2GD,,2,980,Black / Blue
AMD 310455937500,,1,,
MSI N750TI-2GD5/OC,,2,1059,Black
EVGA Superclocked,,2,1216,Black / Silver
EVGA Superclocked,,4,1216,Black / Silver
Gigabyte MINI ITX OC,,8,1531,Black / Orange
EVGA CLASSIFIED GAMING ACX 3.0,,8,1721,Black / Red
Asus STRIX,,4,926,Black
MSI GAMING X,,2,1354,Black / Red
XFX RS,,8,1120,Black
PNY VCGGTX10708PB,,8,1506,Black / Red
Sapphire 11251-10,,2,925,Black / Blue
GALAX OC,,4,1303,Black
Zotac AMP Extreme,,8,1410,Black
Palit GamingPro OC,,6,1365,Black
XFX RX-VEGMA3FD6,,16,1400,Silver
VisionTek 901315,,4,1607,Black
PowerColor AXRX 6800XT 16GBD6-M2DHC,,16,1825,Black / Silver
Inno3D Twin X2 OC,,8,1410,Black
XFX Speedster QICK 319 Ultra,,12,2150,Silver / Black
XFX Speedster QICK 319 Core,1019,12,2321,Black
PNY VCQK4000-PB,120.5,3,810,Black / Silver
Sapphire 100360SR,,8,947,Black / Silver
PowerColor Red Devil,492.58,4,1168,Black / Red
Gigabyte EAGLE,,12,1260,Black
Zotac ZT-52FPC2N-HSL,,0.25,,Blue / Silver
Asus GTX660 TI-DC2O-2GD5,,2,1028,Black / Red
Gigabyte GV-N750OC-2GI,,2,1059,Black / Silver
Asus STRIX,,8,1759,Black
MSI SEA HAWK X,,8,1708,Black / Silver
Palit Dual,,8,1506,Black
Gigabyte GAMING,,4,1120,Black / Orange
Gigabyte WINDFORCE,,2,1354,Black / Orange
EVGA FTW GAMING ACX 3.0,,4,1379,Black
Sapphire PULSE,,4,1175,Black / Red
NVIDIA VCQM5000-PB,,8,861,Black / Green
Zotac ZT-T20800G-10P,,8,1515,Black
EVGA XC BLACK GAMING,319,6,1500,
Zotac GAMING AMP,,6,1500,Black
XFX FATBOY,,8,1469,Black / Red
Asus TUF OC,,6,1530,Black / Gray
Gigabyte GAMING OC,,4,1665,Black / Silver
Gigabyte MINI ITX OC,,4,1665,Black / Silver
Gainward Ghost,,6,1530,Black
Sapphire PULSE,,4,1607,Black
Zotac GAMING Trinity,,10,1440,Black
EVGA FTW3 GAMING,,10,1440,Black / Red
EVGA XC3 GAMING,,8,1500,Black / Silver
Sapphire 21304-01-20g,,16,1825,Black / Silver
MSI GAMING TRIO,,12,1365,Black / Silver
Gigabyte EAGLE,,24,1395,Black
KFA2 (1-Click OC),,8,1410,Black
ASRock Challenger ITX,,8,1626,Black
Palit GameRock OC,,16,2205,Black
Matrox LUMA,659,6,2000,Black
HP J3G93AT,169.96,8,920,Black / Red
MSI WAVE,,8,1406,Silver / Red
EVGA GAMING,399,6,1506,Black / Silver
PNY Low Profile,,2,954,Black
Sapphire Vapor-X,,3,950,Black / Silver
Asus STRIX-R9390-DC3OC-8GD5-GAMING,299,8,1050,Black / Red
EVGA 02G-P3-2717-KR,,2,954,Black
XFX Speedster MERC 319 Limited,769.99,16,1825,Black
Acer Predator BiFrost,,8,1720,Black
Gigabyte GV-N1030SL-2GL,,2,1252,White
Asus ROG-STRIX-RTX3050-8G-GAMING,,8,1550,Black / Silver
Asus ENGTX560 TI DCII/2DI/1GD5,,1,830,Black / Red
Gigabyte GV-N440-2GI,,2,810,Black / Blue
MSI N740-4GD3,,4,1006,Black / Blue
EVGA 01G-P3-1731-KR,,1,902,Black / Green
EVGA Classified ACX 2.0+,,6,1190,Black / Silver
Zotac AMP Extreme Core,,11,1607,Black / Silver
Gigabyte GV-RXVEGA56GAMING OC-8GD,,8,1156,Black / Orange
ASRock Phantom Gaming,,2,1183,Black / Silver
MSI ARMOR,,8,1244,Red / Black
Gigabyte AORUS XTREME,,6,1365,Black / Orange
XFX RX-57XT8MFD6,,8,1605,Silver
MSI AERO ITX,,8,1470,Black / White
Asus STRIX GAMING,,8,1650,Black
Palit GamingPro,,6,1530,
EVGA FTW3 GAMING,,8,1650,Black
Asus DUAL MINI OC,,8,1410,Black
KFA2 (1-Click OC),,8,1470,Silver / Black
Gigabyte GV-R68-16GC-B,,16,1700,Black / Silver
Gigabyte D6 LP,,4,1410,Black
XFX RX-67TMYDFD8,,12,2330,Silver / Black
MSI AERO ITX OC,,8,1410,Black / Silver
ASRock Phantom Gaming D OC,,8,2055,Black
EVGA XC3 ULTRA HYBRID GAMING,1245.25,12,1260,Black
Inno3D AX Gaming X3W,,24,2235,White / Blue
Palit GamingPro OC,717.88,12,1920,Black / Silver
Gigabyte GAMING OC WHITE,,8,1710,White / Black
EVGA FTW2 GAMING iCX,579,8,1607,Black / Gray
Zotac GAMING,,8,1650,Black / Silver
EVGA 02G-P4-2680-KR,,2,1006,Black
PNY Blower,,6,1500,Black
Asus ENGTX580 DCII/2DIS/1536MD5,,1.5,782,Black / Red
Zotac ZT-60605-10L,,0.5,810,Black / Orange
MSI TWIN FROZR,,2,1098,Black / Red
Gigabyte GV-N75TOC-2GL,,2,1033,Black
EVGA FTW ACX 2.0,,4,1216,Black / Blue
Asus DirectCU II,,4,1000,Black / Red
Gigabyte GV-N960WF2OC-2GD,,2,1216,Black
EVGA 12G-P4-2990-KR,,12,1000,Black / Silver
Asus STRIX-GTX980TI-DC3-6GD5-GAMING,,6,1000,Black / Red
EVGA FTW+ GAMING,,6,1632,Black
MSI ARMOR OC,,4,1120,Black / White
Gigabyte GAMING,,4,1257,Black / Orange
Gigabyte GV-N108TGAMINGOC BLACK-11GD,,11,1544,Black
MSI GAMING X+,,6,1594,Black / Red
Gigabyte MINI ITX,,8,1607,
Asus ROG STRIX,,8,1607,Black
XFX RX-560P4SFG5,,4,1295,
Sapphire PULSE Low Profile,,4,1100,Black
Asus DUAL EVO,,8,1500,Black
GALAX EX White,,6,1365,
EVGA BLACK GAMING,,6,1530,Black
Asus STRIX GAMING OC,,8,1607,Black
Palit StormX OC,,4,1530,Black
Palit StormX,,6,1530,Black
MSI GAMING TRIO,,8,1500,Black
MSI GeForce RTX 3080 SEA HAWK X 10G LHR,,10,1440,Black / Silver
MSI SUPRIM X,,12,1260,Silver / Black
Zotac AMP Extreme Holo,2273.71,12,1365,Black
XFX GTR-S Black Edition,,8,1257,Black
Sapphire 21306-01-20G,,12,2321,Black / Silver
MSI RTX 4060 Ti 8G GAMING SLIM MONSTER HUNTER EDITION,,8,2310,Red / Black
PNY Founders Edition,3135.02,11,1480,Black / Silver
Lenovo 4X61D97085,2549.99,24,1170,Black
Asus Turbo,499,6,1365,Black / Silver
Inno3D TWIN X2 OC WHITE,,12,1920,White / Silver
EVGA XC BLACK GAMING,449,8,1550,Black
PowerColor Red Devil OC,,8,2055,Black
Palit GameRock OC,,12,2310,Silver
EVGA Superclocked,,3,941,Black / Silver
Asus DUAL OC,,8,1410,Black / White
EVGA XC GAMING,,8,1650,Transparent / Black
Sapphire Toxic,,16,1825,Silver / Yellow
Asus TUF GAMING V2,619.9,8,1410,Black
Gigabyte AORUS MASTER Rev 2.0,1185,10,1440,Black
Zotac ZT-50608-10L,,0.5,810,Black / Orange
EVGA Dual Classified ACX,,3,1020,Black / Silver
EVGA Superclocked,,2,1176,Black / Silver
MSI GAMING LE,,4,1076,Black / Red
Zotac ZT-90301-10M,,2,1177,Gray / Black
Gigabyte WINDFORCE 2X,,2,1102,Black
MSI GTX 960 4GD5T OC,,4,1178,Black / White
Gigabyte XTREME,,12,1165,Black / Silver
Inno3D GAMING OC,,6,1569,Black / Red
MSI GAMING X,,8,926,Black / Red
Asus ROG STRIX,,8,1120,Black
Asus DUAL,,4,1120,White / Black
PNY VCGGTX10603PB,,3,1506,Black
Asus ROG STRIX,,4,1168,Black
Asus STRIX,,8,1257,Black
Zotac ZT-P10510E-10L,,4,1290,Black
Asus GT710-SL-2GD5,205.09,2,954,Blue / Silver
EVGA K|NGP|N GAMING,,11,1582,Black
Asus ROG STRIX,,8,1297,
EVGA SC HYBRID GAMING,,8,1721,Silver / Black
EVGA SC GAMING,,3,1455,Black
MSI DUKE,,8,1515,Black
EVGA XC GAMING,,8,1515,Black / Clear
PowerColor Red Devil,,8,1469,Black / Red
Gigabyte WINDFORCE OC D5X,,6,1506,Black / Orange
Zotac GAMING AMP,,8,1410,Black
PNY XLR8 Gaming Overclocked Edition,,6,1500,Black
Asus AREZ Dual OC,,8,1257,
Asus STRIX GAMING Advanced,,8,1650,Black
EVGA XC HYBRID GAMING,,8,1605,Black
Asus STRIX GAMING OC,,8,1610,Black
Gigabyte GAMING OC,,4,1685,Black / Gray
PNY Blower,,6,1530,Black
Gigabyte GAMING OC WHITE,,8,1650,White / Black
Asus STRIX GAMING,,10,1440,Black
EVGA XC3 GAMING,,10,1440,Black
Asus DUAL MINI OC,,6,1365,Black
Inno3D iChill X3 RED,,8,1410,Black / Red
Gigabyte EAGLE,,8,1575,Black
GALAX (1-click OC),,8,1500,Black
MSI GAMING TRIO,,12,1920,Black / Gray
MSI GAMING TRIO,,12,2310,White
Asus DUAL V2,,12,1320,Black
GALAX (1-click OC),,16,2210,Black
Gigabyte WINDFORCE,,16,2340,Black
PNY UPRISING,,12,1260,Yellow / Black
Inno3D Twin X2 OC,,12,1980,Black / Silver
Inno3D Twin X2 OC,669.29,12,1920,Black / Silver
Asus ROG STRIX,,8,1830,Black
PNY VCQ4000-PB,139.71,2,,Black / Silver
Asus STRIX GAMING Advanced,575,8,1410,Black
MSI D6 AERO ITX OC,188.06,4,1410,Black / White
Asus DUAL MINI V2,,8,1410,Black
XFX Speedster MERC 319,2002.49,16,1825,Black
GALAX (1-click OC),,8,1320,Black
AMD 100-505989,,32,930,Black / Red
Gainward Phoenix,,24,1395,Silver / Black
Gigabyte AORUS XTREME WATERFORCE,,12,1365,Black
EVGA 03G-P3-1584-AR,,3,772,Black / Green
EVGA 02G-P4-3653-KR,,2,1071,Black
Asus GTX650-E-2GD5,,2,1071,Black / Red
MSI GAMING 100ME,,2,1216,Black / Green
Asus 90YV0810-U0NA00,1698,12,1000,Black / Silver
Inno3D Twin X2,,4,1290,Black / White
PowerColor Red Dragon,,4,1257,Black / Red
Palit Dual,,8,1607,Black
GALAX EX OC White,,11,1531,White
Gigabyte GAMING,,4,1176,Black / Orange
EVGA Black,,8,1506,Black / Silver
Gigabyte AORUS XTREME WATERFORCE,,11,1545,Black / Silver
ASRock Phantom Gaming X,,8,1257,Black / Silver
MSI VENTUS,,11,1350,Silver / Black
Gigabyte MINI ITX,,8,1410,Black / Silver
Zotac Blower,,11,1350,Black / Silver
Sapphire NITRO+,,8,1469,Black / Silver
Asus TUF GAMING OC,,6,1530,Black
Zotac AMP,,8,1470,Black
MSI MECH,,8,1605,Black
Palit Dual,,8,1410,Black
EVGA GAMING,,11,1350,Black
XFX THICC III Pro,,6,1247,Black
GALAX OC V2,,8,1470,Silver / Black
EVGA FTW3 GAMING,,24,1395,Black / Red
Zotac GAMING Low Profile,,4,1410,Black
Inno3D X3 OC,,8,1575,Black
MSI SUPRIM,,12,1365,Black / Silver
Gigabyte EAGLE Rev 2.0,,8,1410,Black
Inno3D iChill X4,,8,1500,Black
Gainward Phantom,,12,1260,Black
Gainward Ghost,,8,1550,Black
Gigabyte AORUS ELITE,,8,1777,Black
Gigabyte GAMING OC D6X,,8,1410,Black / Silver
EVGA FTW3 GAMING iCX3,,12,1260,Black
PowerColor AXR7 240 4GBD5-HLEV2,,4,780,Black
PNY VCQK5200-PB,,8,667,Black
Inno3D iChill X3,799.74,12,2310,Black
EVGA FTW3 GAMING,1079,11,1350,
KFA2 EX Gamer (1-Click OC),,12,1920,White
EVGA 512-P2-N430-LR,99.99,0.5,,Black / Green
PNY VCNVS810DVI-PB,796.96,4,1020,Black / Silver
EVGA 02G-P4-3660-KR,379,2,915,Black / Silver
Asus STRIX GAMING OC,500.97,4,1485,Black
PNY VCQ5000-PB,196.99,2.5,,Black / Silver
Gigabyte WINDFORCE,,2,1085,Black
MSI N760-2GD5/OC,,2,1006,Black
Asus DirectCU II,,3,1070,Black / Red
MSI TWIN FROZR,,4,1007,Black / Red
XFX DD,,3,1080,Black / Silver
EVGA HYBRID,,6,1140,Black / Gold
Gigabyte GV-N75TWF2OC-4GI,,4,1059,Black / Blue
PNY Founders Edition,,8,1607,Black / Silver
Gigabyte XTREME,,8,1670,Black / Orange
Sapphire NITRO,,4,1175,Black
EVGA FTW DT GAMING ACX 3.0,,8,1506,Black / Silver
Gigabyte MINI ITX OC,,6,1531,Black / Orange
MSI GeForce GTX 1060 6G OCV1,,6,1544,Black / White
MSI SEA HAWK X,,11,1569,Black
Asus EX-GTX1070-O8G,,8,1592,Gray
Asus ROG-STRIX-RX560-O4G-EVO-GAMING,,4,1149,Black
Zotac AMP,,3,1582,Black / Silver
KFA2 OC,,6,1518,White / Gray
Inno3D iChill,,11,1607,Black / Silver
MSI DUKE,,8,1708,Black
MSI GAMING TRIO,,8,1515,
Asus Turbo,,8,1410,Black / Silver
MSI ARMOR OC,,8,1470,Black / White
Asus DUAL EVO OC,,8,1650,Black
Palit JetStream,,8,1605,Silver / Black
Gigabyte GAMING MI,,8,1340,Black / Orange
Palit JetStream,,8,1500,Black / Silver
EVGA FTW3 ULTRA HYBRID GAMING,,24,1395,Black
Asus DUAL,,8,1410,Black / Silver
Colorful iGame Vulcan OC-V,,12,1365,Black
PNY XLR8 Gaming REVEL EPIC-X RGB,,12,1260,Silver / Black
GALAX (1-click OC),,8,1550,Black
Palit StormX,,8,1550,Black
MSI ARMOR,,8,1626,Black / White
Sapphire PULSE LITE EDITION,,8,1626,Black
MSI GeForce RTX 3090 Ti GAMING TRIO 24G,,24,1560,Black
Zotac AMP Extreme Holo,,24,1560,Black
Colorful iGame Neptune OC-V,,16,2205,Silver
Asus TUF GAMING V2,,8,1575,Black
Asus DUAL EVO,,12,1920,Black
Sapphire TOXIC Limited Edition,1334.93,16,1825,Black
Inno3D iChill X3,,16,2340,Black
Gigabyte WINDFORCE,,8,1710,Black
Lenovo 4X61J52232,,12,562,Black
Asus Founders Edition,559,8,1607,Black / Silver
MSI TWIN FROZR II,,1.5,800,Black / Silver
Gigabyte GV-N430-2GI,,2,700,Black / Blue
MSI N430GT-MD4GD3,,4,700,Black
Asus HD7850-DC2-2GD5,,2,870,Black / Red
Asus GTX670-DC2-2GD5,,2,915,Black / Red
EVGA 02G-P4-2678-KR,,2,1006,Black
EVGA Superclocked,,12,732,Black / Silver
MSI GTX 970 4GD5T OC,,4,1102,Black / Blue
Palit StormX OC,,2,1085,Black / White
Zotac ZT-71107-10L,,1,902,Black / Silver
Gigabyte WINDFORCE 2X,,4,980,Black
Palit GameRock,,8,1556,Gray / Blue
MSI ARMOR,,6,1506,Black / White
PowerColor Red Devil,,8,1120,Black / Red
GALAX EX OC White,,6,1556,White
MSI RADEON RX 460 4G OC,,4,1090,Black / White
PNY VCGGTX10606PB-CG,,6,1506,Black
PNY VCGGTX1050T4XGPB-OC,,4,1366,Black / Red
Gigabyte OC Low Profile,,2,1366,Black
Gigabyte AORUS,,4,1168,Black / Orange
Gigabyte AORUS XTREME,,8,1257,Black / White
MSI GAMING,,11,1506,Black / Red
EVGA SC GAMING,,2,1127,Black
EVGA Black,,8,1410,Black / Clear
MSI AERO ITX OC,,4,1485,Black / White
MSI GAMING TRIO,,8,1605,Black
ASRock Challenger D OC,,8,1515,Black / Yellow
PowerColor Red Devil,,8,1610,Black / Red
MSI EVOKE OC,,8,1540,Gold
MSI GT LP,,4,1485,Black
Asus Expedition,,6,1569,Black / Red
EVGA FTW3 ULTRA+,,8,1605,Black
MSI Radeon RX 5500 XT MECH 8G,,8,1607,Black
Yeston LP D5,,4,1071,Pink
Asus DUAL EVO OC V2,,8,1410,Black
MSI GeForce RTX 3080 SUPRIM 10G,,10,1440,Black / Silver
EVGA XC3 ULTRA HYBRID GAMING,,10,1440,Black
EVGA FTW3 ULTRA HYBRID GAMING,,10,1440,Black
EVGA XC3 ULTRA HYBRID GAMING,,24,1395,Black
KFA2 (1-Click OC),,8,1575,Black
Inno3D X3 OC,,12,1365,Black
Inno3D Gaming X3,,24,1395,Black
Asus Noctua,,8,1500,Brown / Black
Inno3D Twin X2 OC,,8,1500,Black
Asus ROG STRIX WHITE OC V2,,10,1440,White
PNY XLR8 Gaming UPRISING EPIC-X RGB,,10,1440,Gray / Black
MSI GAMING,,8,2055,Silver / Black
Sapphire TOXIC Limited Edition,,16,1890,Silver / Black
Colorful iGame Vulcan OC-V,,24,1560,Gray / Black
Asus TUF Gaming TOP,,16,1825,Black / Black
Palit GamingPro,,12,2310,Black / Silver
Gigabyte MINI ITX,,6,1530,Black
KFA2 EX,,8,2310,Black
MSI VENTUS 2X 8GD6X,,8,1410,Black / Silver
Gigabyte EAGLE OC,1595,24,1395,Black
MSI Gaming X NV Edition,,8,1830,
Intel 23P6PA00BA,,6,1550,Black
EVGA 02G-P3-2617-KR,99.99,2,,Black
PNY VCQK2000-PB,107,2,,Black / Green
Asus STRIX GAMING Advanced,,6,1530,Black / Silver
Gigabyte GAMING OC,2742.76,8,1620,Black / Gray
Gainward Pegasus OC,,6,1040,Black
EVGA 02G-P3-1568-KR,,2,822,Black / Yellow
Asus GTX680-DC2O-2GD5,,2,1019,Black / Red
EVGA Superclocked,,3,1046,Black / Silver
EVGA Superclocked ACX,,2,1072,Black / Silver
PowerColor AXR7 240 2GBK3-HV2E/OC,,2,750,Black / Red
EVGA Superclocked,249.99,4,1085,Black / Silver
MSI GTX 970 4GD5 OC,,4,1076,Black / Blue
Gigabyte GV-N970IXOC-4GD,,4,1076,Black
EVGA ACX 2.0,359,4,1126,Black
MSI N730-4GD3,,4,700,Black
Dell 469-4186,70.98,1,876,Black / Green
Sapphire Tri-X,,4,1040,Black / Orange
EVGA FTW ACX 2.0+,,4,1304,Black / Silver
Sapphire NITRO,,4,1040,Black / Silver
Asus 20th Anniversary Gold Edition,,6,1266,Black / Gold
Palit Super JetStream,,8,1632,Black / Gray
Palit Super JetStream,,6,1620,Black / Silver
MSI ARMOR OCV1,,3,1544,Black / White
PNY XLR8 Gaming Overclocked Edition,,6,1582,Black / Red
Gigabyte D5,,2,1100,Black / Orange
MSI GT 1030 2G LP OC,,2,1265,Black
PowerColor Radeon RX VEGA 64,,8,1247,Black / Red
Gigabyte GV-N610-2GI,,2,810,Black / Blue
Gigabyte GV-RXVEGA64GAMING OC-8GD,,8,1247,Black / Orange
MSI RX 550 4GT LP OC,,4,1100,Black
Gigabyte WINDFORCE OC,,8,1515,Black
Zotac GAMING Triple Fan,,11,1350,Black
MSI GeForce RTX 2080 Ti SEA HAWK X,,11,1350,Black / Silver
