name,price,memory,core_clock,color
ECS N9500GTC-1GQS-F,,1,,Black / Silver
ECS NBGTS450-1GPI-F,,1,850,
ECS NGTS450-1GPI-F,,1,783,Black
ECS NGTS450-1GPI-F1,,1,783,
ECS NS8400GS2C-512SS-H,,0.5,567,
ECS NS8400GSC-1GQS-H,,1,,
EVGA 01G-P3-1303-KR,,1,520,Black / Green
EVGA 01G-P3-1435-LR,,1,735,Black / Green
EVGA 02G-P3-1386-KR,,2,700,Black / Silver
EVGA 256-P2-N429-LR,,0.25,450,Black / Green
Gigabyte GV-N430OC-1GL,,1,730,Black / Blue
Gigabyte GV-N450-1GI,,1,810,Black / Blue
Gigabyte GV-N450OC-1GI,,1,830,Black / Blue
MSI N430GT-MD1GD3 OC/TF,,1,785,Black / Silver
MSI N430GT-MD1GD3-OC/LP,,1,785,Black / Gold
MSI N440GT-MD1GD3/LP,,1,810,Black / Silver
MSI CYCLONE,,1,850,Black / White
MSI N450GTS-M2D1GD5,,1,783,Black / Red
MSI N450GTS-M2D1GD5/OC,,1,850,Black / Red
MSI N570GTX-M2D12D5/OC,,1.25,786,Black / Blue
MSI Cyclone PE,,1,860,Black / Silver
MSI HAWK,,1,930,Black / Silver
VisionTek 900322,,2,,Black / Red
Sapphire 100289-2L,,1,,
Sapphire 100289FLEX,,1,775,
Sapphire 100311-2SR,,2,,
Sapphire 100312-1GSR,,1,,Black / Silver
Sapphire 100314FLEX,,1,900,
Sapphire 100314VXSR,,1,900,Black / White
Sparkle SX560T1024D5MH,,1,820,Black / Blue
Sparkle SXS4501024D5SNS,,1,789,Black / Blue
Sparkle X450G,,1,850,
Sparkle SXT4301024S3LNM,,1,700,Green / Silver
Sparkle SXT4302048S3LNM,,2,700,Green / Silver
XFX HD-545X-ZHF2,,1,650,Black / Red
XFX HD-687A-ZDBC,,1,940,Black / Silver
XFX HD-695X-ZNDC,,1,830,Black / Silver
XFX HD-695X-ZNFC,,1,800,Black / Red
XFX HD555XZHF2,,1,550,Black
Zotac ZT-40601-20L,,1,700,Blue / Silver
Zotac ZT-40602-10L,,1,700,Black / Orange
Zotac ZT-40603-10L,,1,700,Black / Orange
Zotac ZT-40701-10L,,0.5,810,Black / Orange
Zotac ZT-40501-10L,,1,810,Black / Orange
EVGA 01G-P3-1430-LR,,1,700,Black / Green
PNY VCGGT4301XPB,,1,700,Blue / Silver
PNY VCGGTX470XPB,,1.25,607,Black / Gold
MSI TWIN FROZR II GE,,1,900,Black / Orange
EVGA 012-P3-1571-AR,,1.25,732,Black / Red
EVGA 012-P3-1573-KR,,1.25,797,Black / Red
Sparkle SX98GT512D3G-VP,,0.5,550,Blue / Silver
Sparkle SXT4401024S3NM,,1,810,
Sparkle SXT440512D5NM,,0.5,810,Black / Blue
Asus EAH6970 DCII/2DI4S/2GD5,,2,890,Black / Red
MSI TWIN FROZR II,,2,810,Black / Silver
PowerColor AX6970 2GBD5-PP2DHG,,2,940,
PowerColor AX6950 1GBD5-2DH,,1,800,Black / Red
XFX HD695XZDDC,,1,830,Black / Silver
PowerColor AX6850 1GBD5-PPDHG,,1,820,Black / Red
PowerColor AX5670 1GBK3-H,,1,775,
Biostar VA4352NH56,,0.5,600,Red / White
XFX HD-467X-ZNL2,,1,650,
Asus ENGTX550 TI DC TOP/DI/1GD5,,1,975,Red / Black
Gigabyte GV-R699D5-4GD-B,,4,830,
Diamond 6990PE54G,,4,830,Black / Red
PowerColor AX6990 4GBD5-M4D,,4,830,Black / Red
EVGA 01G-P3-1431-KR,,1,700,Black / Green
EVGA 01G-P3-1556-KR,,1,951,Black / Green
EVGA 01G-P3-1563-A1,,1,900,Black
PNY VCGGTX550TXPB,,1,900,Black
Zotac ZT-50402-10L,,1,1000,Black / Orange
VisionTek 900359,,4,830,
HIS H467PR1GH,,1,750,Blue / Silver
HIS H545H1G,,1,650,Black / Blue
HIS H545HO512,,0.5,650,Black / Blue
HIS H545HR1G,,1,650,Black / Green
HIS H555HB512,,0.5,550,
HIS H557HR1G,,1,650,Black / Blue
HIS H567Q1GD,,1,775,Blue / Silver
HIS H575FN1GD,,1,700,Black / Blue
HIS H577FK1GD,,1,850,Black / Blue
HIS H679QNT1G2M,,1,900,
HIS H685F1GD,,1,775,Black / Blue
HIS H685QN1GD,,1,775,
HIS H695QNT1G2M,,1,840,Green
HIS H697FT2G2M,,2,900,Black / Blue
HIS H699F4G4M,,4,830,Black / Blue
Zotac ZT-50102-10P,,1.5,815,Black / Orange
Zotac ZT-50302-10M,,1,950,Black / Orange
Zotac ZT-50601-10L,,1,810,Black / Orange
Asus EAH6950 DCII/2DI4S/1GD5,,1,810,Black / Red
Diamond 6950PE51G,,1,800,Black / Red
Sparkle SX550T1024D5MH,,1,900,Black / Blue
PNY VCGGTX560TXPB-OC-BDL,,1,850,
ECS NGTX560TI-1GPI-F,,1,,
EVGA 01G-P3-1521-KR,,1,810,Black
EVGA 02G-P3-1387-KR,,2,700,Black
Gigabyte GV-N560SO-1GI,,1,1000,Black / Blue
Diamond 6670PE51G,,1,800,Black / Red
Gigabyte GV-R575D5-1GD,,1,700,Black / Blue
Gigabyte GV-R687SO-1GD,,1,950,
Gigabyte GV-R697OC-2GD,,2,900,Black / Blue
Gigabyte GV-R697OC2-2GD,,2,920,
HIS H587F2G6DG,,2,850,
HIS H645H1G,,1,625,
HIS H657H1G,,1,650,
HIS H667F1GD,,1,800,Black / Blue
HIS H695FT2G2M,,2,840,Black / Blue
MSI R6570-MD1GD3/LP,,1,650,Black / Silver
MSI R6670-MD1GD5,,1,800,
MSI Cyclone PE,,1,775,Black / Silver
MSI TWIN FROZR III PE,,2,850,
MSI R6990-4PD4GD5,,4,830,Black / Silver
PowerColor AX6450 1GBK3-SH,,1,625,Black / Red
PowerColor AX6670 1GBD5-H,,1,800,Black / Red
PowerColor AX6750 1GBD5-H,,1,700,Black / Red
PowerColor AX6770 1GBD5-H,,1,850,Black / Red
PowerColor AX6950 2GBD5-2DH,,2,800,Black / Red
Sapphire 100289VGAL,,1,,
Sapphire 100312FLEX,,2,,
Sapphire 100321DDR5L,,0.5,625,
Sapphire 100323L,,1,,Black / Blue
Sapphire 100326L,,1,,Black / Blue
Sapphire 100327L,,1,,Black / Blue
Sapphire 100328L,,1,,Black / Blue
VisionTek 900353,,2,880,Black / Red
XFX HD-545X-ZHH2,,1,650,Black
XFX HD-567X-ZNL3,,1,775,Black
XFX HD-577X-ZNLC,,1,850,
XFX HD-645X-ZNH2,,1,625,Black
XFX HD-697A-CNDC,,2,900,Black / Red
HIS H545H1GDL,,1,650,Black / Blue
HIS H557HO1G,,1,650,Black / Blue
HIS H675F1GD,,1,700,Black / Blue
HIS H677F1GD,,1,850,
PowerColor AX6950 2GBD5-PPVG,,2,850,Black / Red
Sapphire 100328FLEX,,1,,Black / Blue
Sapphire 100328VXL,,1,,Black / Blue
Sapphire 100338L,,1,,
XFX HD-657X-ZHF2,,1,650,
XFX HD-667X-ZHF3,,1,800,Black
XFX HD-675X-ZNLC,,1,700,Black
XFX HD-677X-ZNLC,,1,850,Black
Gigabyte GV-R645OC-1GI,,1,675,Black / Blue
ECS NGT440-1GQI-F,,1,810,Black / Blue
ECS NGT440-512QI-F,,0.5,810,
EVGA 01G-P3-1560-KR,,1,822,Black / Gold
EVGA 01G-P3-1567-AR,,1,900,Black / Green
EVGA 02G-P3-1387-AR,,2,700,Black / Gold
Gigabyte GV-N520OC-1GI,,1,830,Black / Blue
Gigabyte GV-N580SO-15I,,1.5,855,Black / Blue
MSI N430GT-MD1GD3/OC,,1,730,Black / Gold
MSI HAWK,,1,950,
MSI LIGHTNING,,1.5,832,Black / Silver
Sparkle SXT5201024S3LNM,,1,810,Black / Blue
Sparkle X570,,1.25,772,
Zotac ZT-40408-10P,,1,720,
Zotac ZT-40604-10L,,1,700,
Zotac ZT-50204-10M,,1.25,780,Black / Orange
Asus EAH5450 SILENT/DI/512MD3(LP),,0.5,650,Red / Silver
Asus ENGTX560 DCII OC/2DI/1GD5,,1,850,Black / Red
Asus ENGTX560 DCII TOP/2DI/1GD5,,1,925,Black / Red
EVGA 01G-P3-1351-KR,,1,783,Black / Gold
EVGA 01G-P3-1460-KR,,1,810,Black / Yellow
EVGA 01G-P3-1461-KR,,1,850,Black / Yellow
Gigabyte GV-R695UD-1GD,,1,800,
HIS H679F1GD,,1,840,Black / Blue
HIS H695QNX2G2M,,2,880,
HIS H697QT2G2M,,2,900,Blue / Silver
MSI N560GTX-M2D1GD5,,1,810,Black
PNY VCGGTX560XPB,,1,810,Black / Blue
PNY VCGGTX580XPB-OC,,1.5,805,Black / Gold
PowerColor AX6790 1GBD5-DH,,1,840,Black / Red
PowerColor AX6850 1GBD5-I2DH,,1,775,Black / Red
Asus MATRIX GTX580 P/2DIS/1536MD5,,1.5,816,
Asus EAH5450 SILENT/DI/1GD3/V2(LP),,1,,Red / Silver
Asus EAH6770 DC/2DI/1GD5,,1,850,Black / Red
Diamond 6570PE31G,,1,650,Black / Red
Diamond 6770PE51GE,,1,850,Black / Red
HIS H677QNT1GD,,1,880,
Asus ENGT430 DC SL/DI/1GD3,,1,700,Black / Red
ECS NGTX560-1GPI-F,,1,810,
EVGA 012-P3-1577-KR,,1.25,732,
EVGA 012-P3-1578-AR,,1.25,822,Black / Red
EVGA 01G-P3-1352-KR,,1,783,Black / Gold
EVGA 01G-P3-1466-KR,,1,900,Black / Yellow
EVGA 02G-P3-1469-KR,,2,850,Black / Green
EVGA 02G-P3-1529-KR,,2,810,Black
EVGA 03G-P3-1596-AR,,3,630,Black
Gigabyte GV-N570OC-13I Rev2.0,,1.25,780,Black / Blue
Gigabyte GV-R645D3-512I,,0.5,625,Blue / Silver
MSI TWIN FROZR II,,1,875,Black / Silver
Gigabyte GV-R657OC-1GI,,1,670,Black / Blue
Gigabyte GV-R675OC-1GI,,1,740,Black / Blue
Gigabyte GV-R675SL-1GI,,1,700,Black / Blue
Gigabyte GV-R677SL-1GD,,1,850,Black / Blue
Gigabyte GV-R695OC-1GD,,1,870,Black / Blue
HIS H667FS1G,,1,800,Black / Blue
HIS H685FN1GD,,1,775,Black / Blue
VisionTek 900368,,1,,Black / Red
PowerColor AX6770 1GBD5-IDHG,,1,850,Black / Red
PowerColor AX6770 1GBD5-PPVG,,1,900,
PowerColor AX6870 1GBD5-2DH,,1,900,Black / Red
PowerColor AX6870X2 2GBD5-2DHG,,2,900,Black / Red
PowerColor AX6950 2GBD5-PPVG2,,2,850,
Zotac ZT-40704-10L,,1,810,
Sapphire 100297-2L,,1,,
Zotac ZT-50104-10P,,3,815,Black / Orange
Zotac ZT-50603-10L,,1,810,Black / Orange
Zotac ZT-50702-10M,,1,950,Black / Orange
Sapphire 100312-1GDP,,1,800,
Sapphire 100321DDR5OCL,,0.5,,
XFX GT-430X-ZAF2,,1,700,Black
XFX GT-520M-CNF2,,2,810,Black
XFX HD-545X-YRH2,,0.5,650,Black
XFX HD-557X-ZHL2,,1,650,Black
XFX HD-667X-ZAF3,,1,800,Black / Red
XFX HD-679X-ZNFC,,1,840,Black / Silver
XFX HD-685X-ZNFR,,1,775,Black / Silver
XFX HD-695X-CDDC,,2,830,Black / Silver
XFX HD-695X-CNDC,,2,830,Black / Silver
XFX HD-695X-ZDFC,,1,800,Black / Silver
PNY VCGGTX580XPB-LC,,1.5,857,Black / White
PNY VCGGTX580XPB-LC-CPU,,1.5,857,Black / White
XFX HD-677X-ZNFC,,1,850,Black / Silver
Zotac ZT-50102-30P,,1.5,815,
VisionTek 900373,,2,,Black / Red
EVGA 01G-P3-1561-KR,,1,850,Black / Yellow
Galaxy 57NKH3HS4GXK,,1.25,732,
XFX HD-679X-ZRFC,,1,840,Black / Silver
Galaxy 43GGS8HX3SPZ,,1,700,Black / Blue
MSI R5450-MD512D3H/LP,,0.5,650,Red / Silver
Galaxy 56NGH6HS4IXZ,,1,835,Black / Blue
Galaxy 58NLH5HS3PXZ,,1.5,772,Black / Blue
Gigabyte GV-R677D5-1GD,,1,775,
Galaxy 55NGH8HX4NXK,,1,900,Black / Blue
ECS NGT440-512QI-F1,,0.5,810,Black / Blue
Galaxy 52GGS4HX9DTX,,1,810,Black / Blue
EVGA 01G-P3-1372-AR,,1,763,
Galaxy 60XGH6YY3TXG,,1,675,
HIS H677FN1GD,,1,850,Black / Blue
Galaxy 50SGH8HX3QMZ,,1,825,Black / Blue
Galaxy 60XGH3HS3CUD,,1,607,Blue / Silver
Galaxy 44GGS8HX3VXZ,,1,810,Black / Blue
VisionTek 900357,,2,775,Black / Red
Galaxy 52GGS4HX2HXZ,,1,810,Green / Blue
Diamond 6670PE51GV2,,1,800,Black / Blue
Zotac ZT-50705-10M,,2,820,Black / Orange
VisionTek 900394,,2,,Black / Red
Gigabyte GV-R697UD-2GD REV2.0,,2,880,
XFX HD-465X-ZNL2,,1,600,Black
Zotac ZT-50602-20L,,1,810,Black / Silver
PowerColor AX6870 2GBD5-6DG,,2,900,
PowerColor AX6750 1GBD5-NS3DHG,,1,700,Black / Red
PowerColor AX6750 1GBD5-LHG,,1,700,Black / Red
Diamond 6870PE51GV2,,1,900,Black / Blue
HIS H657HS2G,,2,650,Black / Blue
VisionTek 900358,,1,,
Asus ENGT440 DC SL/DI/1GD3,,1,810,Black / Blue
MSI TWIN FROZR II,,2,880,
Jaton Video-339PCI-HLX,97.06,0.5,,Black / Blue
ECS NBGTX560-1GPI-F,,1,870,Black / Green
EVGA 015-P3-1580-TR,,1.5,772,Black / Green
Sparkle SXT4402048S3LNM,,2,810,Blue / Silver
PowerColor AX6970 2GBD5-2DH,,2,880,
Sparkle SXT5202048S3LNM,,2,810,Black / Blue
XFX HD-577X-Z5F3,,1,850,Black / Red
Sparkle SXX5602048D5SMH,,2,822,Black
XFX HD-545X-YQH2,,0.5,650,Black
Sparkle X560 DF,,1,930,Black
HIS H695QN1G2M,,1,800,Translucent Blue
MSI R5670-MD1GD3,,1,775,
HIS H577FM1GD,,1,850,
XFX GT-430X-CAF2,,2,700,Black
Gigabyte GV-N520D3-1GI,,1,810,Black / Blue
XFX HD-657X-ZNFQ,,1,650,
Galaxy 56NGH6HS3KXZ,,1,810,Black
Zotac ZT-50706-10M,,1,820,Black / Orange
XFX HD-685X-ZCFC,,1,775,Black / Silver
XFX HD-667X-ZWF4,,1,800,Black / Silver
Sapphire 100314-4SR,,1,920,
XFX HD-667X-ZNFQ,,1,800,Black
Gigabyte GV-R697UD-2GD,,2,880,
XFX HD-675X-ZMFR,,1,700,
XFX HD-645X-CNH2,,2,650,Black
MSI N430GT-MD1GD3/LP,,1,700,Black / Gold
Zotac ZT-40606-20L,,1,700,Black
HIS H697QM2G2M,,2,880,
Zotac ZT-40608-10L,,2,700,Black / Orange
HIS H687FN1GD,,1,900,Black / Blue
Zotac ZT-50403-10L,,1,900,Black / Orange
HIS H657QO1G,,1,650,Translucent Blue
XFX HD-645X-ZQH2,,1,650,Black
HIS H667PS1G,,1,800,Green / Silver
HIS H687Q1G2M,,1,900,Translucent Blue
Jaton Video-PX520GT-LX,,1,,
ECS NGTX570-1280UI-F,,1.25,732,
MSI TWIN FROZR III,,1,850,
EVGA 02G-P3-1569-KR,,2,850,Black / Yellow
MSI R6570-MD2GD3/LP,,2,650,Black / Silver
Gigabyte GV-R667D3-1GI,,1,800,Black / Blue
Asus EAH6770/DI/1GD5,,1,850,
Gigabyte GV-R645SL-1GI,,1,625,Blue / Silver
Zotac ZT-84GEL2M-HSL,,1,520,Blue / Silver
Galaxy 25SGF6HX1RUV,,1,738,Black / Blue
HIS H667FN1G,,1,800,Black / Blue
MSI R6570-MD1G/LP,,1,650,Black / Silver
Diamond 6870PE51GB,,1,900,
XFX HD-645X-YNH2,,0.5,625,
HIS H687QN1G2M,,1,900,Translucent Blue
VisionTek 900331,,1,550,Black / Blue
Sparkle X550 Ti DF,,1,1000,
Galaxy 56NPH6HS4IXX,,2,850,Black / Blue
HIS H675FS1G,,1,700,Black / Blue
Galaxy 70XKH3HS8GUX,,1.25,607,Black
XFX HD-657X-CNF2,,2,650,Black
Galaxy 55NPH8HX4LXZ,,2,900,
HIS H645H2G,,2,,Black / Blue
PNY VCG951024GXXB,,1,550,
ECS NGTX550TI-1GPLI-F1,,1,900,Black / Blue
Sapphire 100311FLEXBF3,,2,930,
Zotac ZT-50313-10M,,1.25,765,Black / Orange
EVGA 012-P3-2066-KR,,1.25,797,Black / Yellow
Gigabyte GV-N560448-13I,,1.25,732,Black / Blue
Asus ENGTX560TI448DC2/2DIS/1280M,,1.25,732,
Asus EAH6770 DC SL/2DI/1GD5,,1,850,Black / Red
ECS NGT520C-2GQK-F,,2,810,
EVGA 012-P3-1576-KR,,1.25,797,
Galaxy 56NGH6DP5QXX,,1,950,Black
Galaxy 57NKH3DH5PXK,,1.25,800,Black / Blue
Zotac ZT-40607-10L,,1,700,Black / Orange
Zotac ZT-40609-10L,,1,700,Black / Orange
Zotac ZT-50610-10L,,0.5,810,Black / Silver
Asus ENENGTX560Ti448DC2/2DIS/1280MD5,,1.25,732,
EVGA 03G-P3-1588-AR,,3,855,Black
MSI N430GT-MD1G/LP,,1,730,Black / Silver
Zotac ZT-50106-10P,,1.5,815,Black / Orange
PNY VCGGTX560TXPB-OC-S,,1,850,
ECS NGT430C-2GQK-F,,2,700,
PowerColor AX5450 512MK3-SHV6,,0.5,650,Black / Red
VisionTek 900486,,1,,
XFX HD-455X-ZAFR,,1,625,Black / Blue
EVGA 012-P3-2068-KR,,1.25,797,Black / Red
Galaxy 56NGH6HS4IVZ,,1,835,Black / Silver
Galaxy 56NKH3HS4GNK,,1.25,732,
Zotac ZT-40508-10L,,1,600,Black / Orange
Sparkle SXX5601024D5MH,,1,810,
Galaxy 52GPS4HX2LXX,,2,810,Black / Blue
Sapphire 21197-00-40G,,3,925,Black / Red
PowerColor AX7970 3GBD5-M2DHG,,3,925,Black / Red
HIS H797F3G2M,,3,925,Black / Red
XFX FX-797A-TNFC,,3,925,Black / Red
Gigabyte GV-R797D5-3GD-B,,3,925,Black / Red
Asus HD7970-3GD5-3DI2S,,3,925,Black / Red
XFX FX-797A-TDBC,,3,1000,Black / Silver
XFX HD-687A-CDFC,,2,900,
Sparkle X550TI DF 3DG,,1,1000,
Diamond 6770PE51GB,,1,850,Black / Red
Sparkle X560 Ti DF 3DG,,1,950,
MSI N450GTS-MD2GD3,,2,783,Black
Sparkle X550 Ti DFL 3DG,,1,950,
PNY VCGGTX4601XPB,,1,675,Black / Green
Sapphire 100322FLEX,,1,625,Black / Blue
Gigabyte GV-N460OC-1GI V3,,1,788,Black / Blue
VisionTek 900485,,1,,Black / Blue
Sapphire 100315-2GL,,2,775,
Diamond 6670PE32G,,2,800,Black / Red
Diamond 6570PE32G,,2,650,Black / Red
XFX HD-657X-CNH3,,2,650,Black
Diamond 7970PE53G,,3,925,Black / Red
VisionTek 900464,,1,650,Black / Red
Galaxy 60XGH6HS3HML,,1,700,
MSI R7970-2PMD3GD5,,3,925,Black / Red
PowerColor AX6450 2GBK3-SH,,2,625,Black / Red
PowerColor AX6750 1GBK3-H,,1,700,
MSI N460GTX-M2D1GD5/OC2,,1,810,
Zotac ZT-50306-10M,,1,822,
Sapphire 11196-02-40G,,3,900,Black / Blue
XFX FX-795A-TDFC,,3,800,Black / Silver
PowerColor AX7950 3GBD5-2DH,,3,800,Black / Red
HIS H795F3G2M,,3,800,Black / Red
XFX FX-795A-TDBC,,3,900,Black / Silver
Asus HD7970-DC2T-3GD5,,3,1000,Black / Red
XFX FX-797A-TDFC,,3,925,Black / Silver
XFX FX-797A-TNBC,,3,1000,Black / Red
XFX FX-795A-TNBC,,3,900,Black / Silver
Sapphire 11201-02-20G,,1,1150,Black / Blue
XFX FX-777A-ZNF4,,1,1000,Black / Silver
PowerColor AX7770 1GBD5-2DH,,1,1000,Black / Red
Sapphire 11201-02-40G,,1,1150,Black / Blue
Asus HD7750-1GD5,,1,820,Black / Red
Gigabyte GV-R777D5-1GD,,1,1000,Black / Silver
MSI R7750-PMD1GD5/OC,,1,800,Black / Silver
Asus HD7770-DC-1GD5,,1,1020,Black / Red
MSI R7770-2PMD1GD5/OC,,1,1000,Black / Blue
Galaxy 55NGH8HX4UXX,,1,900,Black
PowerColor AX7970 3GBD5-2DHV2,,3,925,Black / Blue
EVGA 01G-P3-1370-KR,,1,720,Black
MSI N550GTX-Ti-MD1GD5,,1,900,Black / Blue
PowerColor AX6670 2GBK3-H,,2,800,Black / Red
ECS NGTS450-1GPL-F,,1,783,Black / Green
ECS NGTX560-1GPI-F1,,1,810,Black
EVGA 012-P3-2078-KR,,1.25,810,Black
Sapphire 11197-01-40G,,3,1000,Black / Silver
XFX HD-575X-ZNFR,,1,700,
XFX HD-675X-ZDFC,,1,700,Black / Red
Gigabyte GV-R787OC-2GD,,2,1100,Black / Blue
MSI TWIN FROZR,,2,1050,Black / Silver
Sparkle X450S1024KDL,,1,789,
MSI TWIN FROZR,,2,1050,Black / Silver
Sapphire 11199-03-20G,,2,1050,Black / Blue
Sapphire 11200-01-20G,,2,920,Black / Blue
VisionTek 900506,,2,1000,Black / Blue
ECS NGTX560TI-1GPI-F1,,1,820,
MSI N680GTX-PM2D2GD5,,2,1006,Black / Blue
PowerColor AX7970 3GBD5-2DHV3,,3,925,Black / Blue
MSI LIGHTNING,,3,1070,Black / Yellow
HIS H795Q3G2M,,3,800,Black / Blue
VisionTek 900504,,1,1000,Black / Blue
Sapphire 11202-05-20G,,1,850,Black / Blue
Diamond 7750PE51G,,1,800,Black / Blue
MSI TWIN FROZR,,2,1058,Black / Silver
MSI R6670-MD2GD3,,2,800,Black / Red
XFX FX-785A-CDFC,,2,860,Black / Silver
Diamond 7850PE52G,,2,860,Black / Red
Diamond 7870PE52G,,2,1000,Black / Red
Sapphire 11192-22-20G,,1,800,Black / Green
HIS H787Q2G2M,,2,1000,Black / Blue
PowerColor AX6670 1GBK3-HL,,1,800,Black / Red
VisionTek 900505,,2,860,Black / Blue
HIS H667PNS1G,,1,800,Blue / Silver
ATI 100-505682,,1,,Black / Red
ATI 100-505610,,0.5,,Black / Red
ATI 100-505648,,2,,Black / Red
Zotac ZT-60301-10P,,2,915,Black
EVGA 02G-P4-2672-KR,,2,967,Black / Silver
Sapphire 100352SR,,3,810,Black / Silver
XFX FX-775A-ZDP4,,1,900,Black / Silver
Sapphire 100352OCSR,,3,950,Black / Silver
HIS H797QM3G2M,,3,925,Black / Silver
XFX FX-785A-CNFC,,2,860,Black / Silver
Diamond 7970PE53GDD,,3,1025,Black / Red
HIS H787F2G2M,,2,1000,Black / Silver
EVGA 03G-P3-1594-KR,,3,855,Black
ECS NGT430C-2GQKL-F,,2,700,
MSI R7850-Power-Edition-2GD5-OC,,2,950,Black / Blue
Galaxy 68NPH6DT6EXZ,,2,1202,Black / White
EVGA 02G-P4-2645-KR,,2,901,Black
Zotac ZT-60102-10P,,2,1098,Black / Orange
EVGA 02G-P4-2643-KR,,2,901,Black
EVGA 02G-P4-3686-KR,,2,1084,Black / Silver
Galaxy 63TGS8HX3VVZ,,1,810,Black / Blue
Galaxy 62TPF4DC3FNZ,,2,710,Black / Blue
EVGA 02G-P4-2683-KR,,2,1084,Black / Silver
Galaxy 61TPS4HX2LNX,,2,820,Black / Blue
VisionTek 900548,,2,1000,Black / Red
Sapphire 100352FLEX,,3,860,Black / Silver
HIS H777QN1G2M,,1,1000,Black / Silver
MSI R7770 PE1GD5/OC,,1,1100,Black / Blue
HIS H785QN2G2M,,2,860,Black / Silver
PowerColor AX7870 2GBD5-6D,,2,1000,Black / Red
PNY VCGGT5201XPB-CG,,1,810,Black / Silver
Zotac ZT-60405-10L,,4,810,Black / Orange
HIS H697Q2G2M,,2,880,
Sapphire 100323-2L,,1,650,Green / Silver
PowerColor AX7750 1GBD5-NH,,1,800,Black / Red
XFX HD-657X-ZDF2,,1,650,Black
VisionTek 900530,,0.5,650,Black / Red
Zotac ZT-40708-10L,,1,810,Black / Orange
Gigabyte GV-R645-1GI,,1,625,Blue / Silver
VisionTek 900447,,1,850,
Sapphire 100326-2GL,,2,800,Black / Blue
Zotac ZT-50605-10L,,2,810,Black / Orange
Zotac ZT-60502-10L,,1,700,Black / Orange
Zotac ZT-60201-10L,,2,900,Black / Orange
MSI N640GT-MD2GD3/OC,,2,941,Black
Jaton Video-PX430GT-LX,,1,,Green / Silver
PNY VCGGT640XPB,,1,900,Black
XFX GT630NCDF2,,2,810,Black / Silver
Galaxy 68NPH6DV5ZGV,,2,1006,Black / Silver
Asus GTX680-DC2T-2GD5,,2,1137,Black / Red
Gigabyte GV-N610SL-1GI,,1,810,Green / Silver
Asus HD7770-DCT-1GD5,,1,1120,Black / Red
XFX GT630NZDF2,,1,810,Black / Silver
EVGA 02G-P4-3684-KR,,2,1006,Black / Silver
ECS NGT440-1GQR-F2,,1,810,Black / Blue
ECS NGT430C-1GQM-F2,,1,700,Black / Blue
EVGA 04G-P4-3685-KR,,4,1006,Black / Silver
ECS NGT520C-1GQM-F2,,1,810,Black / Blue
EVGA 02G-P4-2684-KR,,2,1058,Black
MSI R7850 PE 2GD5/OC,,2,950,Black / Blue
MSI TWIN FROZR II,,1.25,732,Black / Silver
MSI N640GT-MD1GD3,,1,,Black
Zotac ZT-60501-10L,,2,700,
Gigabyte GV-N620D3-1GL,,1,700,Blue / Silver
PowerColor AX7870 2GBD5-2DHPPV,,2,1150,Black / Red
Galaxy 63TGS8HX3XXZ,,1,820,Black / Blue
Galaxy 68NPH6DV6AXX,,2,1110,Black / Silver
EVGA 02G-P4-2685-KR,,2,1084,Black / Silver
Asus HD7850-DC2T-2GD5-V2,,2,1000,Black / Red
HIS H785QNT2G2M,,2,1000,Black / Silver
MSI N550GTX-Ti MD1GD5 V2,,1,900,Black
HIS H795QT3G2M,,3,900,Black / Blue
XFX FX-785A-ZNFC,,1,860,Black / Silver
XFX FX-795A-TDJC,,3,800,Black / Silver
Asus HD7870-DC2TG-2GD5-V2,,2,1100,Black / Red
Galaxy 67NPH6DV5ZVX,,2,1006,Black / Silver
XFX FX-787A-CDBC,,2,1050,Black / Silver
XFX HD-685A-ZCFC,,1,775,Black / Silver
EVGA 01G-P3-1464-KR,,1,776,Black / Yellow
Galaxy GTX660Ti-OC/3GD5,,3,1006,Black / Silver
Galaxy GTX660Ti-OC/2GD5,,2,1006,Black / Silver
Galaxy GTX660Ti-2GD5,,2,915,Black / Silver
Asus GTX660 TI-DC2OG-2GD5,,2,1028,Black / Red
EVGA 02G-P4-3665-KR,,2,915,Black / Silver
EVGA 03G-P4-3666-KR,,3,915,Black / Silver
Galaxy 66NNH7DV6WXZ,,3,1006,Black / Silver
VisionTek 900556,,3,925,Black / Red
Sapphire 100354FLEX,,2,1000,Black / Silver
XFX FX-785A-CNJC,,2,860,Black / Silver
HIS H775FN1G,,1,800,Black / Blue
Sapphire 100355L,,2,860,Black / Silver
Asus HD7750-DCSL-1GD5,,1,800,Black / Red
HIS H797QMG3G,,3,1000,Black / Silver
EVGA 04G-P4-3673-KR,,4,1006,Black / Silver
HIS H657FN2G,,2,650,Black / Blue
Gigabyte GV-N680WF3-2GD,,2,1006,Black / Blue
Galaxy 67NQH6DN6KXZ,,4,1006,Black / Silver
Zotac AMP,,2,1033,Black / Orange
Sapphire 100355OCL,,2,860,Black / Silver
VisionTek 900568,,2,860,Black / Red
VisionTek 900557,,3,1000,Black / Red
HIS H667FR2G,,2,800,Black / Blue
Galaxy 64TGF8HX6FTZ,,1,950,Black / Blue
Diamond 7850PE52GV2,,2,860,Black / Blue
Zotac ZT-60603-20L,,2,810,Black / Silver
EVGA 01G-P3-2625-KR,,1,700,Black
ECS GT630A-1GR3-QFT,,1,810,
