name,price,capacity,
ADATA ISSS333-002TD,,2000,
ADATA ISSS333-064GP,,64,
ADATA ISSS333-128GP,,128,
ADATA ISSS333-256GP,,256,
Toshiba X300,,10000,
Toshiba X300,,14000,
Toshiba MG08,,16000,
Toshiba MG08,,16000,
Toshiba MG08,,16000,
Toshiba MG08,,16000,
Toshiba MG08,,14000,
Toshiba MG08,,14000,
Toshiba MG08,,14000,
Toshiba MG07ACA12TA,,12000,
Toshiba MG06ACA10TA,,10000,
Toshiba MG06ACA800A,,8000,
Toshiba MG05ACA800A,,8000,
Toshiba MG06ACA600A,,6000,
Toshiba MG04ACA600A,,6000,
Toshiba MG04ACA500A,,5000,
Toshiba MG04ACA400A,,4000,
Toshiba MG04ACA300A,,3000,
Toshiba MG04ACA500E,,5000,
Toshiba MG04ACA300E,,3000,
Toshiba MG08ADA400A,,4000,
Toshiba MG08ADA600A,,6000,
Toshiba MG08ADA800A,,8000,
Toshiba L200,,500,
Toshiba L200,,1000,
Hitachi Ultrastar He8,,6000,
Hitachi Ultrastar He8,,6000,
Hitachi Ultrastar He8,,6000,
Hitachi Ultrastar He8,,6000,
Hitachi Ultrastar He8,,6000,
Hitachi Ultrastar He8,,8000,
Hitachi Ultrastar He8,,8000,
Seagate Exos X16,,14000,
Seagate Barracuda ES.2,79.98,250,
Leven JS300,,960,
Leven JS300,,1920,
V7 S6000,,512,
V7 V7SSD120GBS25U,,120,
V7 V7SSD240GBS25U,33.04,240,
V7 V7SSD480GBS25U,68.64,480,
V7 V7SSD256GBS25U,,256,
V7 V7SSD512GBS25U,51.97,512,
V7 V7SSD1TBS25U,89.99,1000,
V7 V7SSD2TBS25U,,2000,
V7 S6000,,250,
V7 S6000,,120,
V7 S6000,,120,
V7 V7SSD120GBM2SU,,120,
V7 V7SSD2TBNV3U,,2000,
V7 V7SSD1TBNV4U,,1000,
V7 V7SSD2TBNV4U,,2000,
V7 V7SSD512GBNV4U,,512,
ADATA LEGEND 700,,1000,
Nextorage G-Series,,4000,
Fastro MS150,,128,
Fastro MS200,,512,
Fastro MS200,,1000,
Fastro MS250,,512,
Fastro MS250,,1000,
Fastro MS250,,2000,
Fastro MS300,,512,
Fastro MS300,,1000,
Fastro MS300,,2000,
Mushkin Delta,,2000,
Mushkin Delta,,4000,
Seagate Beskar Ingot Drive Special Edition FireCuda,,2000,
Seagate Beskar Ingot Drive Special Edition FireCuda,,1000,
Leven JM600,,512,
Leven JM600,,2000,
Intel D3-S4520,92.69,240,
Intel D3-S4520,284,1920,
Intel D3-S4610,558.15,3800,
Intel D3-S4610,345,1920,
Intel D3-S4620,323.44,1920,
Intel D3-S4620,160.15,480,
MSI SPATIUM S270,,120,
MSI SPATIUM M460 HS,,250,
MSI SPATIUM M460 HS,,500,
Mushkin Enhanced ECO,,4000,
Mushkin Enhanced ECO,,128,
PNY CS1031,,512,
ADATA LEGEND 800 GOLD,,500,
Leven JPX600 PRO,,512,
Leven JPX600 PRO,,1000,
Leven JPX600 PRO,,2000,
Leven JPX600 PRO,,4000,
Leven JPR700,,256,
Leven JPR700,,512,
Leven JPR700,,1000,
Leven JPR700,,4000,
Netac NV5000,,2000,
Netac NV3000 RGB,,1000,
Netac NV3000 RGB,,2000,
Timetec 35TTTNGE4NVME-512G,,512,
Timetec 35TTTNGE4NVME-1TB,,1000,
Timetec 35TTTNGE4NVME-512GH,,512,
Timetec PINNACLE SD1-INDEX,,512,
Mushkin ELEMENT,,128,
ADATA XPG ASX8600 Pro,,1000,
ADATA XPG ASX8600 Pro,,2000,
Addlink N50,,512,
Addlink N50,,1000,
Addlink S91,,512,
TEAMGROUP MP34S,,1000,
AITC Kingsman KP800,,2000,
AITC Kingsman KP800,,8000,
KIOXIA BG5 SED,,1000,
KIOXIA BG5 SED,,512,
KIOXIA BG5,,1000,
KIOXIA BG5 SED,,1000,
Nextorage NE5N,,1000,
Leven JPN600,,1000,
Leven JPN600,,4000,
Micron 7400 PRO,,480,
Micron 7300 MAX,,400,
Micron 7300 PRO,,480,
Micron 5200 Pro,,1920,
Micron 5210 ION,359,1920,
Micron 5200 ECO,,480,
Micron 5200 ECO,,960,
Micron 5200 ECO,,960,
Mushkin Enhanced ECO,,512,
GeIL Zenith P4L,,4000,
Inland TN325,,2000,
Seagate Exos X22,,20000,
Western Digital PC SN740 Opal,,256,
Western Digital PC SN740 Opal,,512,
Western Digital PC SN740 Opal,,1000,
Western Digital PC SN740 Pyrite,,2000,
Western Digital PC SN740 Opal,,2000,
Oyen Digital E13S-2242-2048PH,,2000,
Plextor S3G,,128,
Plextor S3G,,256,
Silicon Power US75,,500,
Silicon Power UD90,,2000,
Silicon Power UD90,,1000,
VisionTek DLX4,96.99,1000,
Toshiba MG09 512e,,20000,
Toshiba MG09 4Kn,,20000,
Toshiba MG09 4Kn SIE,,18000,
Toshiba MG09 512e SIE,,18000,
Toshiba MG09 512e SED,,18000,
Toshiba MG09 4Kn,,16000,
Toshiba MG09 4Kn SIE,,16000,
Toshiba MG09 4Kn SED,,16000,
Toshiba MG09 512e SED,,16000,
Toshiba MG09 4Kn,,14000,
Toshiba MG09 4Kn SIE,,14000,
Toshiba MG09 512e SIE,,14000,
Toshiba MG09 4Kn SED,,14000,
Toshiba MG09 512e SED,,14000,
Toshiba MG09 4Kn SIE,,12000,
Toshiba MG09 512e SIE,,12000,
Toshiba MG09 4Kn SED,,12000,
Toshiba MG09 512e SED,,12000,
Toshiba MG09 4Kn,,10000,
Toshiba MG09 512e,,10000,
Toshiba MG09 4Kn SIE,,10000,
Toshiba MG09 512e SIE,,10000,
Toshiba MG09 4Kn SED,,10000,
Toshiba MN,,20000,
Toshiba MN,,18000,
Toshiba MN,,16000,
Toshiba MN,,14000,
Toshiba MN,,12000,
Toshiba MN,,10000,
Toshiba MN,,8000,
Toshiba MN,,6000,
Toshiba MN,,16000,
Toshiba MN,,8000,
Toshiba MN,,6000,
Toshiba MD06-V,,6000,
Toshiba MD06-V,,8000,
Toshiba MD06-V,,10000,
Toshiba MD04-V,,5000,
Toshiba MD04-V,,4000,
Toshiba DT02-VH,,6000,
Toshiba DT02-V,,6000,
Toshiba DT01-V,,2000,
Toshiba DT01-V,,500,
Toshiba DT02,,2000,
Toshiba DT02,,6000,
Inland TN436,,512,
Inland QN446,,2000,
Inland Enterprise,,960,
ADATA LEGEND 820,,2000,
ADATA LEGEND 820,,1000,
ADATA LEGEND 820,,512,
GOODRAM IRDM PRO SLIM,,4000,
Titanium Micro TH4985,,1000,
Titanium Micro TH4985,,4000,
Titanium Micro TH3500,,4000,
Titanium Micro TH3500,,8000,
Titanium Micro TH2000,,1000,
Titanium Micro TH2000,,2000,
Titanium Micro PD560,,1000,
TEAMGROUP T-FORCE G50 PRO,,2000,
TEAMGROUP T-FORCE G70,,512,
TEAMGROUP T-FORCE G70,,1000,
Transcend 830S,109.99,1000,
Fantom Drives VenomX,,1000,
PNY CS3150,,1000,
Timetec 35TTQNM2SATA,,256,
Lexar NQ710,,500,
Lexar NQ710,,4000,
VisionTek 900979,,240,
VisionTek 900980,,480,
VisionTek 900981,149.16,1000,
VisionTek 900982,288.64,2000,
VisionTek QLC,,4000,
OWC Mercury Electra 6G,,4000,
VisionTek DLX,,1000,
VisionTek 901412,,1000,
VisionTek 901413,,2000,
Micron 5400 Boot OPAL,,240,
Micron 5400 Boot eSSC,,240,
Micron 5400 Pro,,1920,
Micron 5400 Pro,,3840,
Micron 5400 Max,,480,
Micron 5400 Max,,960,
Micron 5400 Max,,3840,
Micron 5400 Pro,,240,
Micron 5400 Pro,,480,
Micron 5400 Pro,,960,
Micron 5400 Pro OPAL,,240,
Micron 5400 Pro OPAL,,480,
Micron 5400 Pro OPAL,,960,
Micron 5400 Pro OPAL,,1920,
Micron 5400 Pro OPAL,,3840,
Micron 5400 Pro OPAL,,7680,
Micron 5400 Max OPAL,,480,
Micron 5400 Max OPAL,,960,
Micron 5400 Max OPAL,,1920,
Micron 5400 Max OPAL,,3840,
Micron 5400 Pro OPAL,,240,
Micron 5400 Pro OPAL,,480,
Micron 5400 Pro OPAL,,960,
Micron 5400 Pro eSSC,,240,
Micron 5400 Pro eSSC,,480,
Micron 5400 Pro eSSC,,960,
Micron 5400 Pro eSSC,,3840,
Micron 5400 Max eSSC,,480,
Micron 5400 Max eSSC,,960,
Micron 5400 Max eSSC,,1920,
Micron 5400 Max eSSC,,3840,
Micron 5400 Pro eSSC,,240,
Micron 5400 Pro eSSC,,480,
Micron 5400 Pro eSSC,,960,
Lenovo S4520,,240,
Lenovo S4520,299,480,
Lenovo S4520,,3840,
Lenovo S4520,,7680,
Lenovo S4520,,240,
YEYIAN Valk,,120,
YEYIAN Valk,,240,
YEYIAN Valk,,512,
YEYIAN Valk,,960,
TEAMGROUP T-FORCE Z44A7,,512,
TEAMGROUP T-FORCE Z44A3,,2000,
Orico Troodon V500,,128,
MSI SPATIUM M480 PRO PLAY,,1000,
AGI AI818,,512,
AGI AI838,,1000,
AGI AI838,,2000,
AGI AI218,,256,
AGI AI218,,512,
Fantom Drives VENOM7 PS5,,1000,
TEAMGROUP Z440 Lite,,2000,
TEAMGROUP A440 Lite,,512,
TEAMGROUP T-Create Classic C43,,1000,
TEAMGROUP T-Create Classic I45,,2000,
TEAMGROUP T-Create Classic I45,,1000,
TEAMGROUP T-Create Classic C45,,2000,
TEAMGROUP T-Create Classic C45,,512,
TEAMGROUP T-Create Classic C45,,1000,
TEAMGROUP T-Create Classic C47,,512,
Klevv CRAS C925,,2000,
Klevv CRAS C925,,1000,
Klevv CRAS C925,,500,
Seagate BarraCuda 530,,512,
Seagate BarraCuda 530,,1024,
TEAMGROUP MP44Q,,2000,
TEAMGROUP MP44Q,,4000,
ADATA XPG GAMMIX S50 Core,,2000,
Silicon Power XD85,,500,
Silicon Power XD85,,1000,
Silicon Power XD85,,2000,
Silicon Power XD85,,4000,
Sabrent Rocket nano 2242,,1000,
ADATA XPG GAMMIX S70 Blade,799.99,8000,
