name,price,capacity,
Samsung Spinpoint F1 DT,,750,
Samsung Spinpoint F3R,,1000,
Western Digital Caviar Black,,1000,
Western Digital VelociRaptor,149.94,300,
Intel X25-M,155,80,
Intel 320,,300,
Crucial M4,,512,
Hitachi Travelstar 7K500,65.88,320,
Toshiba MK5061GSYN,64.87,500,
Hitachi Travelstar Z5K320,,160,
Toshiba MK1059GSM,210,1000,
Kingston SSDNow V100,,32,
Hitachi Deskstar 5K3000,123.73,3000,
Intel 520,,240,
Seagate Pipeline HD,,2000,
Toshiba MK1002TSKB,,1000,
Seagate SV35.5,,3000,
Toshiba MK5059GSXP,,500,
Corsair Force GS,,240,
OCZ RevoDrive,,230,
Kingston SSDNow V300,,60,
Seagate Constellation ES.3,,3000,
Crucial M500,,480,
Western Digital Green,,2000,
Samsung SM843TN,237,480,
Samsung Spinpoint M8,,500,
Crucial MX200,,1000,
Seagate Archive HDD v2,,5000,
Micron M600,,256,
Micron M600,,512,
Kingston Predator,,240,
Toshiba X300,,6000,
PNY CS1311,,120,
OCZ RD400,,1000,
Kingston SSDNow KC400,,512,
SK Hynix SL308,,120,
Samsung SM961,,512,
Western Digital Blue,,250,
TEAMGROUP L5 LITE,,120,
XPG GAMMIX S10,,1000,
PNY CS900,,960,
TEAMGROUP L5 LITE 3D,,480,
KingDian S280,,120,
ADATA XPG SX8200 480,,480,
ADATA XPG SX8200 240,,240,
Samsung 860 Evo,,1000,
TEAMGROUP MS30,,512,
Patriot VPN100,,1000,
TEAMGROUP GX1,,960,
Seagate Exos X10,,10000,
Kingston KC2000,,2000,
SanDisk X600,,512,
SanDisk X600,,256,
Seagate ST500VT001,,500,
Toshiba HDEPS10GEA51F,,6000,
Seagate BarraCuda 120,,250,
ADATA Falcon,,256,
ADATA Falcon,,2000,
TEAMGROUP T-Force Vulcan G,,512,
Apacer AS2280Q4,,500,
Neo Forza NFS01,,480,
Acer SA100,,960,
ADATA XPG GAMMIX S41,,1000,
TEAMGROUP T-Force Cardea A440 Pro,,1000,
PNY XLR8 CS3140 w/Heatsink,,4000,
KingSpec P3,,128,
HP S650,,1920,
TEAMGROUP MP44L,,250,
Inland Gaming Performance Plus,,4000,
ADATA LEGEND 800 GOLD,,1000,
VisionTek DLX4 Pro,65,512,
Micron 2300,,512,
Western Digital PC SN740 Opal,,2000,
TEAMGROUP T-FORCE G70 PRO Graphene,,4000,
Apacer AS2280Q4U,,512,
MSI SPATIUM M480 PRO HS,,1000,
Seagate BarraCuda 520,,4096,
Hitachi HUC101212CSS600,40,1200,
Seagate Enterprise Capacity,140,8000,
Western Digital Black,49.34,500,
Western Digital Red Pro,199.99,6000,
HP S700 Pro,79.98,1000,
Hitachi Ultrastar C10K900,55,900,
Western Digital Blue,79.98,3000,
Western Digital Purple Pro,259.99,12000,
Seagate SkyHawk AI,250,12000,
Seagate Exos X18,480.57,18000,
Intel D3-S4520,184.95,960,
Seagate IronWolf NAS,,3000,
Seagate EXOS Enterprise,110.35,4000,
Seagate Exos 7E8,119,4000,
Mushkin SOURCE 2,,120,
VisionTek DLX4 Pro,79,1000,
Micron 2400,59.99,512,
Oyen Digital Dash Pro w/Heat Sink,339,4000,
Samsung Spinpoint F1 DT,69.98,640,
Samsung Spinpoint M7,65,320,
Seagate BarraCuda,43,160,
SanDisk Ultra Plus,,128,
Intel DC S3500,92.37,120,
Western Digital WDBMMA0020HNC-NRSN,59,2000,
Transcend MTS600,,256,
Plextor M6M,527.77,512,
Seagate Momentus 7200.4,25,160,
Intel 760p,,128,
SanDisk SSD PLUS,,960,
Corsair MP510,,960,
Seagate Nytro Enterprise,725,1920,
Western Digital Purple,263.04,10000,
Western Digital SN520,189.88,512,
Kingston DC500R,,7680,
Seagate SkyHawk Surveillance,208,8000,
Addlink A95,339.44,4000,
Gigabyte AORUS Gen4 7000s Premium,,1000,
Western Digital Caviar Green,45.57,500,
Western Digital Scorpio Black,125,80,
Western Digital Scorpio Blue,,400,
Western Digital Scorpio Blue,,120,
Western Digital AV-GP,,250,
Hitachi 7K1000,,1000,
Samsung Spinpoint F1 DT,,500,
Samsung Spinpoint M7,,500,
OCZ Agility 2,,50,
Seagate Barracuda LP,,1500,
Seagate Barracuda ES.2,76.39,750,
Seagate BarraCuda,,750,
Seagate Barracuda XT,179.49,2000,
Western Digital Caviar Blue,,320,
Corsair Nova,,32,
Seagate BarraCuda,,750,
Seagate Barracuda Green,,1500,
Seagate Momentus,,750,
Corsair Force 3,,120,
Toshiba MK2576GSX,37,250,
Seagate Constellation ES,,2000,
Samsung 830,,128,
Intel 520,683.1,480,
Corsair Nova Series 2,,30,
Seagate BarraCuda,,1500,
ADATA XPG SX900,,512,
OCZ Agility 4,,256,
OCZ Vertex 3,,120,
OCZ RevoDrive X2,,220,
Intel 335,,180,
Seagate BarraCuda,,500,
Western Digital Blue,,750,
Western Digital Black,,500,
Toshiba HDD3A01,,2000,
Toshiba HDD3A02,,1000,
Toshiba DT01ACA,,1000,
Toshiba DT01ACA,,2000,
Toshiba MG03ACA,,2000,
SanDisk SD6SB2M-128G-1022I,,128,
Hitachi Ultrastar 7K4000,,2000,
Kingston SSDNow KC300,128.99,60,
Crucial M550,,1000,
Crucial M550,,128,
Intel 730,,240,
Crucial M550,177.77,128,
Samsung SM843TN,,120,
SanDisk EXTREME PRO,,240,
Western Digital Red Pro,212.31,3000,
SanDisk X300S,,512,
Intel Pro 2500,,180,
Toshiba PH2100U-1SHD,,1000,
Apotop MASS3C512GBR,,512,
Crucial MX200,,250,
Micron M600,,128,
Kingston Savage,,960,
OCZ Trion 100,,120,
Patriot Ignite M2,,240,
Seagate Surveillance HDD,,4000,
Western Digital Red Pro,,6000,
ADATA Premier SP550,,480,
ADATA Premier SP600NS34,,256,
Transcend TS128GSSD370S,69.98,128,
Seagate ST2000NX0303,,2000,
Western Digital Blue,185,5000,
SanDisk X400,,512,
AMD Radeon R3,,480,
OCZ RD400,,512,
Samsung SM961,,256,
Intel 600p,,128,
Toshiba VX500,,1000,
Seagate BarraCuda Pro,,8000,
ADATA SU800,,128,
Drevo Ares,,256,
Toshiba MQ02ABD100H,,1000,
Mushkin Source,,500,
Toshiba MD04ACA500,,5000,
TEAMGROUP L5 LITE,,240,
Seagate Barracuda Compute,,1000,
Corsair MP300,,120,
Seagate Enterprise Performance,115,1200,
Seagate SkyHawk Surveillance,130,6000,
Seagate Enterprise Capacity,844,8000,
Seagate Nytro Enterprise,,1920,
Inland Professional,,256,
Lexar NM500,,512,
Lexar NS200,98.99,480,
XPG SX6000 Lite,,128,
Mushkin Helix-L,,250,
Silicon Power S55,,120,
Seagate IronWolf NAS,,3840,
Micron 5200 Pro,,1920,
Seagate Barracuda Compute,,500,
Samsung PM863,,960,
Intel DC S3110,174,128,
HP S700,,500,
Hitachi 0TS1351,,1920,
Toshiba XG3,,1000,
Samsung PM871b,,256,
Zotac 10 Year Anniversary SONIX,,480,
Western Digital WD Blue,,250,
TEAMGROUP T-Force Vulcan G,,1000,
Biostar M500,,1000,
Neo Forza NFS10,,960,
TEAMGROUP T-Create Classic,,2000,
Sabrent Rocket 4.0,,2000,
ADATA XPG GAMMIX S41,,256,
Western Digital SanDisk Extreme PRO,,500,
Western Digital SanDisk Extreme PRO,,2000,
Western Digital Purple,159,6000,
Western Digital Purple,408,18000,
Seagate IronWolf Pro 125,,960,
Patriot P200,,1000,
TEAMGROUP T-Force Cardea A440 Pro,,2000,
TEAMGROUP T-Force Cardea A440 Pro,,4000,
Klevv NEO N400,,240,
KingSpec NE-2280,,128,
KingSpec XF,,512,
HP S750,,512,
Seagate SkyHawk Surveillance +Rescue,111.98,3000,
Seagate Exos 7E8,105.78,1000,
Toshiba MG08ADA400E,169.99,4000,
Leven JS300,,120,
V7 V7SSD512GBNV3U,52.99,512,
Intel D3-S4620,624.95,3840,
Netac NV5000,,1000,
Netac NV2000,,512,
MSI SPATIUM M461,,500,
AITC Kingsman KP800,,1000,
KIOXIA BG5,,256,
KIOXIA BG5 SED,,512,
Western Digital PC SN740 Pyrite,,256,
OWC Mercury Electra 6G,69.98,500,
Micron 5400 Pro,,960,
Micron 5400 Max,,1920,
Gigabyte 4000E,,500,
Lexar NM1090 w/ Heatsink,,1000,
KingSpec XF,39.99,512,
Toshiba N300,381.67,16000,
Western Digital SN530,32,256,
Seagate Exos 7E10 512e/4Kn,157.65,4000,
Western Digital WD Green,49.99,480,
Crucial M4,207.77,32,
Mushkin ELEMENT,383.6,4000,
KIOXIA BG5,45,512,
Intel 760p,729.99,2000,
Transcend SSD230S,29.99,128,
Corsair CSSD-F4000GBMP600PHX,361.99,4000,
Nextorage NN5PRO,239.99,1000,
Toshiba S300,194.15,6000,
KingSpec NX-2230,28.99,256,
Hitachi 7K1000.B,38.29,160,
Transcend MTS800,49.58,64,
Hitachi S800 S846,,2000,
Western Digital Red SA500,69.98,500,
VisionTek DLX3,35.17,256,
KIOXIA BG5 SED,44.99,256,
Intel X25-V,59.99,40,
Seagate Cheetah 15K.7,77,600,
Kingston UV500B,809,1920,
Transcend 220S,64.98,512,
MSI SPATIUM M480 PLAY,,1000,
Lenovo ThinkPad OPAL,129.86,512,
Seagate BarraCuda,69.98,500,
Seagate Constellation ES,53.99,1000,
Hitachi A7K2000,,1000,
Western Digital Caviar SE16,79.98,320,
Hitachi Travelstar 5K500.B,119.99,500,
VisionTek mSATA,71.98,240,
Western Digital Purple,71.09,2000,
Western Digital Red Pro,219.45,2000,
Western Digital SE,104,1000,
Corsair Neutron XT,,960,
Intel SSDSCKJW240H601,39.99,240,
Seagate BarraCuda Pro,263.98,8000,
Hitachi Ultrastar,197.73,1800,
Seagate IronWolf Pro,275,8000,
Seagate Exos X14,372.5,12000,
Sony Optiarc,37.95,240,
Seagate EXOS Enterprise,79,2000,
Intel DC P4510,1750,4000,
Toshiba N300 Pro,128.9,4000,
KIOXIA EXCERIA PLUS,,500,
HP S700 Pro,78.98,512,
Western Digital Blue Mobile,76.63,500,
Toshiba X300,299.51,8000,
Western Digital easystore,,480,
Gigabyte AORUS Gen4 7000s Premium,,2000,
VisionTek DLX3,75,1000,
Addlink S91,256.99,2000,
PNY CS3150,,2000,
OWC Mercury Electra 6G,34,250,
Western Digital RE3,53.23,500,
Western Digital Caviar Green,138.63,750,
Hitachi 7K1000,39.99,1000,
Seagate BarraCuda,,1000,
Seagate BarraCuda,,2000,
Intel X25-M,300,160,
Samsung Spinpoint F3 EG,,1500,
Western Digital Caviar Black,79.95,500,
Western Digital AV-GP,63.8,1000,
Western Digital Caviar Green,149.94,500,
Kingston SSDNow V+100,159.99,128,
OCZ Vertex 3,,240,
OCZ Agility 3,,120,
Western Digital Caviar Green,,1500,
Western Digital SiliconEdge Blue,,256,
Toshiba MK3261GSYN,,320,
Toshiba MK6465GSX,39,640,
Seagate Barracuda Green,,1000,
Toshiba MK5076GSX,,500,
SanDisk Ultra,,120,
Western Digital Caviar Green,,1000,
Mushkin Chronos,,120,
ADATA S510,,120,
Western Digital AV-25,22.4,320,
Kingston SSDNow V200,,256,
Kingston HyperX,,480,
Kingston HyperX 3K,,480,
Toshiba MK3259GSXP,,320,
OCZ RevoDrive,,50,
OCZ RevoDrive,,110,
Hitachi Ultrastar 7K4000,,3000,
Samsung 840,,500,
Intel 335,219,240,
SanDisk ReadyCache,,32,
Toshiba Solid State Drive,,240,
Toshiba HDKPC08,,3000,
ADATA Premier Pro SP600,109.95,64,
Intel DC S3700,417,200,
Toshiba PH2100U-1I54,85.99,1000,
Samsung ST750LM022/HN-M750MBB,,750,
Seagate Constellation ES.3,,4000,
Edge Tech Boost Pro Slim,,240,
Toshiba DT01ACA,,500,
Western Digital AV-GP,,3000,
Corsair Force LS,,120,
Seagate STCL4000400 Retail Kit,,4000,
Kingston SSDNow E100,,100,
Crucial M550,,512,
Corsair Force LX,,256,
Western Digital Red,185,5000,
Intel 530,73.5,80,
Western Digital Green,,5000,
Samsung 845DC PRO,,400,
Samsung 845DC PRO,,800,
Dell F617N,,300,
OCZ Vertex 460A,,480,
PNY CS1111,149,240,
Mushkin Reactor,,512,
Transcend TS1TSSD370S,,1000,
Western Digital RE,,6000,
Samsung MMDOE56G5MXP-0VB,,256,
SanDisk Z400s,181.44,128,
Toshiba P300,,500,
Toshiba Q300,,240,
Samsung PM863,,3840,
SanDisk X400,,256,
Zotac T500,,240,
Western Digital Gold,234.45,8000,
AMD Radeon R3,,240,
AMD Radeon R3,,120,
OCZ RD400,,256,
Kingston SSDNow KC400,125,256,
Corsair Neutron XTi,,960,
Plextor M8Pe,,256,
Plextor M8Pe,,1000,
OCZ RD400A,,256,
OCZ RD400A,,512,
Seagate IronWolf Pro,,6000,
ADATA XPG SX8000,,256,
SanDisk Z410,,240,
Toshiba X300,,5000,
Intel Pro 6000p,104.19,128,
Intel Pro 6000p,,256,
Seagate ST3808110AS,,80,
Crucial BX300,,120,
Hitachi Deskstar NAS,,6000,
Mushkin Triactor 3D,,512,
Hitachi Ultrastar He8,,8000,
Kingston A1000,,120,
Kingston UV500B,,240,
Seagate Barracuda Compute,,500,
Western Digital Purple,227.39,8000,
Corsair MP300,,480,
Kingston HyperX FURY RGB,,480,
TCSunBow X3,,480,
Seagate Barracuda Compute,,500,
Inland Professional,,512,
TEAMGROUP MP34,,256,
Seagate IronWolf NAS,,1920,
Western Digital Ultrastar,,8000,
TEAMGROUP T-Force Vulcan,,1000,
SanDisk X600,,128,
Patriot Viper Gaming VP4100,,2000,
Intel DC S4500,296.14,1900,
Intel D3-S4510,89.99,240,
Intel Optane 900P,,280,
SanDisk X600,,128,
ADATA XPG SX8800 Pro,,1000,
ADATA XPG GAMMIX S50,,1000,
Biostar M700,,256,
Biostar M700,,512,
ADATA SU760,,1000,
Lenovo 4XB0W79582,496,1000,
Samsung PM871b,,128,
Samsung PM871b,,512,
Synology SNV3000,,400,
Angelbird Wings MX2,,2000,
ADATA XPG GAMMIX S70,,1000,
Neo Forza eSports,,512,
Neo Forza eSports,,256,
TEAMGROUP T-Create Expert,,2000,
ADATA XPG GAMMIX S41,,512,
Integral M,,256,
SanDisk Ultra,,250,
Silicon Power P34A80,,256,
Seagate IronWolf NAS,,4000,
YMTC ZHITAI,,512,
Kingston DC450R,,7680,
Addlink S68,,1000,
Seagate IronWolf 125,,250,
ADATA ATOM 30,,1000,
ADATA ATOM 50,,512,
Seagate Exos 7E8 512e,,8000,
KIOXIA EXCERIA PLUS,489.99,2000,
Western Digital Blue,119.99,6000,
ADATA Legend 740,,500,
TEAMGROUP T-Force Delta RGB Lite,,1000,
TEAMGROUP T-Force Cardea Zero Z340,,2000,
Klevv CRAS C720,,1000,
Inland Prime,,500,
Silicon Power UD80,,500,
HP S650,,240,
HP S650,,480,
Timetec 30TT253X2,,256,
Toshiba MG08,,16000,
Mushkin Delta,,1000,
Western Digital WD Blue,,4000,
Western Digital SN530,,512,
Netac NV5000-t,,1000,
Netac NV2000,,1000,
Lexar NM760,,2000,
Lexar NM700,,256,
Addlink S95,334.44,4000,
AITC Kingsman KE680,,1000,
Micron 5200 MAX,,480,
Toshiba MG09 4Kn SED,,18000,
Toshiba DT01-V,,1000,
Inland Enterprise,,480,
KingSpec XG7000 PRO,,512,
Titanium Micro TH3500,49.99,500,
Addlink S93,,1000,
Transcend MTE245S,66.67,500,
Seagate Barracuda PCIe,,500,
Gigabyte M30,,1000,
OWC Mercury Electra 6G,23.99,120,
Lenovo ThinkStation,895,6000,
Gigabyte 4000E,,1000,
Orico Troodon V500,,1000,
AGI AI218,,4000,
MSI SPATIUM M480 PRO HS,,2000,
Seagate Enterprise Capacity,399.95,8000,
Addlink S70,67.88,1000,
HP 2DP97AA#ABC,29.99,120,
PNY XLR8,,240,
Intel DC S3710,688,1200,
Intel 320,99,40,
Seagate Constellation.2,,500,
OCZ Agility 3,149.99,60,
ADATA Premier Pro SP900,96.47,64,
SanDisk EXTREME PRO,299.99,960,
Western Digital Purple,279,10000,
Toshiba X300,245.99,12000,
HP S700 Pro,37.99,256,
Toshiba X300,182.15,4000,
Integral M2,,256,
ADATA Ultimate SU650,52.22,480,
Western Digital Scorpio Blue,29.95,250,
Western Digital Caviar Blue,95.45,320,
Intel 320,688.03,600,
Seagate Constellation.2,89.98,1000,
Hitachi 0J11563,,750,
Intel 320,375,600,
Toshiba MQ01ABD075,,750,
VisionTek Data Fusion 2-way,412.72,240,
Seagate 600 Pro,199,240,
Western Digital RE,68.7,500,
Samsung Data Center,109,240,
Seagate SkyHawk,241.5,10000,
Mushkin Source,33.29,120,
Western Digital Purple,73,500,
Sony Optiarc,59.95,480,
Corsair MP400,,4000,
KIOXIA EXCERIA PLUS G2,,2000,
PNY XLR8 CS3030,489,4000,
Inland Professional,,128,
Nextorage G-Series,,1000,
Intel D3-S4520,488.32,3840,
Fantom Drives VENOM8,99.95,1000,
Netac NV5000-N,,500,
Netac NV5000-N,,1000,
Titanium Micro TH7175,314.99,4000,
HP FX700,,1000,
Western Digital Caviar Blue,,320,
Western Digital AV-GP,,1000,
Western Digital AV-GP,49.95,160,
Hitachi E7K1000,70,500,
Samsung Spinpoint F3 EG,,2000,
Samsung Spinpoint F1 DT,,320,
OCZ Vertex 2,,100,
OCZ Agility 2,,200,
OCZ Agility 2,,120,
Hitachi Deskstar,,1000,
Seagate Constellation ES,,2000,
Western Digital Caviar Black,,640,
Kingston SSDNow V+100,,512,
Hitachi 7K1000.C,498,1000,
Western Digital Caviar Green,,3000,
OCZ Vertex,,30,
Intel 510,,250,
Hitachi Deskstar 5K1000,,1000,
Western Digital Caviar Green,,2500,
Seagate SV35,,2000,
Western Digital Scorpio Black,,750,
Western Digital Scorpio Black,80,500,
Western Digital Scorpio Black,,500,
Hitachi Travelstar Z7K320,87.55,250,
Plextor PX-M2,,256,
Kingston HyperX,,240,
Western Digital VelociRaptor,,300,
Corsair Force GT,,240,
Western Digital AV-GP,,1000,
Hitachi Deskstar 7K1000.D,,1000,
Hitachi Travelstar 7K750,76.73,750,
Samsung 830,,128,
Samsung 830,,512,
Crucial M4,,256,
Kingston SSDNow S50,,16,
Kingston SSDNow S50,,32,
Toshiba MK2002TSKB,,2000,
Seagate Momentus Thin,29,320,
Seagate SV35.5,,1000,
Kingston HyperX 3K,206.01,120,
ADATA Premier Pro SP900,,128,
Seagate Momentus Thin,,320,
Western Digital AV-GP,29.87,320,
Mushkin Chronos,,240,
OCZ Vector,,256,
Toshiba PH3300U-1I72,129.99,3000,
Corsair Force GS,,128,
Corsair Neutron GTX,,240,
Crucial M4,229,128,
Toshiba MK2576GSX dup,,250,
Seagate BarraCuda,,250,
Seagate 600,,480,
Western Digital Green,,1500,
Western Digital RE,,2000,
Western Digital Xe,,600,
Hitachi Ultrastar 7K4000,,3000,
Hitachi Deskstar 7K4000,,4000,
Toshiba Q,,512,
Kingston SSDNow V+200,,120,
Samsung 840 Pro,,128,
Intel 530,189,180,
Kingston SSDNow KC300,80.98,240,
Toshiba MQ01ABF050H,,500,
Intel 530,321.99,480,
OCZ Vertex 460,200,120,
Seagate 600 Pro,,200,
PNY Optima,188.88,240,
Samsung PM843,,120,
Intel 530,139.84,240,
Kingston SSDNow M.2,,120,
ADATA Premier Pro SP900,,512,
Intel DC S3500,192,800,
Transcend SSD370,,128,
Transcend SSD370,,256,
Transcend SSD370,173.18,512,
Samsung SM843TN,,240,
SanDisk X300S,,256,
Samsung 845DC EVO,,480,
Intel Pro 2500,,240,
ADATA SP900 M.2,,128,
ADATA SP900 M.2,,256,
Crucial M500,,240,
OCZ ARC 100,,120,
Seagate ST500LT033,,500,
Toshiba MQ01ABF032H,,320,
Intel X25-M Mainstream,,80,
Silicon Power S60 3K P/E,79.98,240,
Seagate ST500LM020,,500,
Toshiba MQ02ABF100,,1000,
Intel DC P3600,259.99,800,
Intel DC P3700,,400,
Crucial BX100,,120,
Seagate SV35,,1000,
Seagate SV35,,2000,
Intel 750,,1200,
Kingston Savage,,120,
Hitachi Ultrastar He8,,8000,
Western Digital Ae,139.99,6000,
Patriot Ignite M2,,480,
Patriot Blast,,120,
Patriot Blast,,240,
Western Digital RE,,5000,
Intel DC P3500,,2000,
Western Digital Purple,,500,
Kingston FURY,,480,
Zotac SONIX,,480,
Mushkin Reactor TC,,2000,
Western Digital Red Pro,,5000,
Western Digital Purple,275.22,8000,
Intel 540s,,360,
Intel 540s,,240,
Intel 540s,,1000,
Samsung PM951,,512,
Kingston SSDNow G2,115.07,240,
Kingston SSDNow UV300,,120,
Plextor M8Pe,,256,
MyDigitalSSD BPX,,512,
SanDisk Z410,,120,
Seagate BarraCuda,,1000,
Hyundai Technology Sapphire,,120,
Hyundai Technology Sapphire,,480,
Drevo X1,,120,
Toshiba OCZ TR200,,960,
ADATA XPG SX7000,,128,
Western Digital Purple,82.99,3000,
Kingston KC1000,,480,
XPG GAMMIX S10,,128,
XPG GAMMIX S10,,512,
ADATA Ultimate SU650,,480,
Hitachi 0F27402,257.73,10000,
Hitachi Ultrastar He10,289,10000,
Samsung PM1633a,,15360,
TCSunBow X3,,120,
TCSunBow X3,,240,
Kingston UV500B,,480,
TEAMGROUP T-Force Delta RGB,,250,
ADATA XPG GAMMIX S11,,480,
Drevo X1 Pro,,512,
Seagate Barracuda Compute,,250,
Corsair MP300,,960,
Corsair MP300,,240,
Seagate Enterprise Capacity,,2000,
Seagate Enterprise Capacity,125,2000,
Seagate Enterprise Capacity,,2000,
Toshiba N300,402.5,14000,
Patriot Scorch,,256,
Lexar NS100,,480,
Lexar NS200,59.99,240,
ADATA SU635,,960,
TEAMGROUP T-Force Vulcan,,250,
Toshiba MG04ACA200E,137.88,2000,
Patriot VPN100,,2000,
Mushkin Pilot-E,,500,
Western Digital Purple,258.02,10000,
Seagate Nytro Enterprise,,480,
Seagate EXOS Enterprise,242.4,6000,
Mushkin RAW,,1000,
Mushkin RAW,,250,
Intel DC P4500,,2000,
Intel DC S3110,79,256,
Seagate FireCuda 510,,250,
Pioneer APS-SE20G-256,52.33,256,
Pioneer APS-SE20G-512,87.61,512,
Patriot VPR100 RGB,,2000,
Western Digital Ultrastar DC,,960,
Centon MP Essential,79.98,960,
Centon MP Essential,,1000,
Kingston KC2500,,250,
Inland Professional,,2000,
Biostar M500,,128,
Angelbird Wings MX2,,1000,
Seagate BarraCuda Q1,,240,
Apacer AS340 PANTHER,276,960,
Apacer AS350 PANTHER,,480,
TEAMGROUP T-Force Cardea Zero Z330,,512,
Western Digital Black AN1500,,4000,
Western Digital SanDisk Extreme PRO,,1000,
Silicon Power XD80,,512,
HP EX900 Pro,,512,
HP EX900 Pro,,1000,
Addlink S90,,1000,
Addlink S68,,512,
Western Digital PC SN730,,256,
Seagate Exos X18,,16000,
TEAMGROUP MP34Q,,4000,
PNY XLR8 CS3040 w/Heatsink,,4000,
Western Digital Ultrastar DC HC550,,18000,
ADATA Legend 740,,250,
PNY CS2140,,2000,
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,,500,
TEAMGROUP T-Force Delta S TUF Gaming RGB,,1000,
Klevv CRAS C720,,512,
Klevv NEO N400,,120,
Inland Platinum,,128,
Inland Prime,,250,
Timetec 35TTFP6PCIE,,256,
Timetec 35TTM8SSATA,,1000,
Timetec 30TT253X2,,128,
ADATA ISSS333-256GD,,256,
Toshiba MG08ADA600E,169.99,6000,
Toshiba L200,,2000,
Toshiba XG6,,1000,
Hitachi Ultrastar He8,249,8000,
Fastro MS150,,512,
Fastro MS150,,1000,
Seagate Beskar Ingot Drive Special Edition FireCuda,,1000,
Intel D3-S4520,130,480,
MSI SPATIUM M460,,250,
MSI SPATIUM M460,,500,
MSI SPATIUM M460 HS,,2000,
Leven JPR700,,2000,
Leven JPS600,,4000,
Leven JPS800,,512,
Timetec PINNACLE SD1-INDEX,,2000,
VisionTek DLX3,49.96,512,
KIOXIA BG5,,1000,
Micron 1100,,512,
Inland Premium,,2000,
Western Digital PC SN740 Pyrite,,512,
Oyen Digital E12S-8000N28A,,8000,
Oyen Digital E13S-2242-1024PH,89,1000,
VisionTek DLX4,65.13,512,
Toshiba MD07ACA,,14,
TEAMGROUP T-FORCE G50,,512,
TEAMGROUP T-FORCE G50 PRO,,512,
TEAMGROUP T-FORCE G70 PRO Aluminum,,512,
TEAMGROUP T-FORCE G70,,2000,
HP FX700,,500,
HP FX700,,2000,
Seagate FireCuda 540 w/Heatsink,,1000,
Micron 5400 Pro,,240,
Micron 5400 Pro,,480,
Lenovo S4520,,1920,
Lexar NM1090 w/ Heatsink,,2000,
Seagate BarraCuda 520,,512,
Seagate BarraCuda 520,,2048,
PNY CS2142,159.99,2000,
KingSpec XF,73.99,1000,
Seagate FireCuda 520N,195.32,2000,
PNY XLR8 CS3040 w/Heatsink,325.16,2000,
Seagate ST600MM0158,54.09,600,
Lenovo 5300,839.99,960,
Intel DC P3500,427.5,2000,
Seagate Game Drive,,4000,
Western Digital RE,45,250,
Western Digital WDBSLA0010HNC-NRSN,63.99,1000,
Seagate Enterprise Capacity,191.57,6000,
Seagate Enterprise Performance,203.21,600,
Seagate Enterprise Performance,321.25,2400,
Seagate SkyHawk AI,273.94,10000,
Seagate FireCuda,213.25,1000,
Seagate SkyHawk AI,349.99,16000,
Toshiba N300,308.87,10000,
V7 V7SSD128GBNV3U,31.99,128,
Intel D3-S4610,159.94,960,
Fantom Drives VENOM8 PS5,154.94,2000,
Western Digital Scorpio Black,90,160,
Intel X25-E,,64,
Hitachi Travelstar Z7K500,,500,
Transcend MTS400,143.91,256,
Transcend MTS800,264.56,512,
Mushkin MKNP44SC960GB-DX,,960,
Plextor M6e Black Edition,,256,
Plextor M6e Black Edition,,512,
Samsung 850 Evo,256.1,500,
PNY CS1211,50.99,480,
Seagate BarraCuda Pro,,5000,
Seagate Nytro Enterprise,425,960,
Toshiba MG04ACA600E,168,6000,
Seagate Enterprise Performance,,900,
Toshiba S300 Pro,229.99,10000,
Kingston UV500,,120,
Seagate IronWolf 510,249.99,480,
ADATA Swordfish,,2000,
Silicon Power US70,267.88,1000,
Angelbird AV PRO MK3,549.99,2000,
ADATA Legend 750,,1000,
PNY CS900,,250,
Toshiba N300 Pro,327.75,14000,
Toshiba N300,346.31,14000,
Toshiba N300,199,6000,
Western Digital PC SN740 Pyrite,,1000,
Addlink S91,92.44,1000,
Titanium Micro TH7175,89.99,1000,
Transcend MTE245S,,2000,
Transcend SSD230S,99.55,1000,
Western Digital WD Green,47,120,
Fantom Drives VENOM7,89.95,1000,
Western Digital VelociRaptor,,450,
Western Digital VelociRaptor,,300,
Western Digital RE4,,2000,
Western Digital RE2,98.95,750,
Western Digital Caviar Green,,640,
Western Digital Scorpio Black,45,320,
Western Digital Scorpio Blue,45.05,160,
Hitachi 7K1000.B,,1000,
Hitachi 7K1000.B,,640,
Samsung Spinpoint F2 EG,,1500,
Samsung Spinpoint F1 EG,,1000,
Samsung Spinpoint F1 DT,,500,
Samsung Spinpoint F1 DT,,320,
Samsung Spinpoint F1 DT,,250,
OCZ Colossus,,120,
OCZ Vertex 2,,480,
Seagate Momentu,38.88,500,
Seagate SV35.5,,1000,
Seagate BarraCuda,,160,
Seagate BarraCuda,85,160,
Hitachi Ultrastar,,2000,
Western Digital AV-GP,117.46,2000,
Western Digital Caviar Blue,79,750,
Kingston SSDNow V+,,128,
Crucial RealSSD C300,,128,
Crucial RealSSD C300,,256,
Corsair Nova,,128,
G.Skill Sniper Gaming,,120,
Hitachi 0F10381,,500,
Seagate Constellation ES,79.98,500,
Hitachi 7K3000,,2000,
Hitachi 5K3000,,2000,
Western Digital Caviar Black,,750,
Western Digital Caviar Black,,2000,
Kingston SSDNow V,,128,
Seagate Pipeline HD,,1000,
Western Digital Caviar Green,99.95,750,
Seagate BarraCuda,54.9,250,
Western Digital Caviar Black,,1500,
